0	22.8264880000	25.0000000000	22.8858080000
300	23.0533200000	25.0000000000	27.2256290000
600	23.7611150000	25.0000000000	26.8181000000
900	24.9526010000	25.0000000000	23.3682380000
1200	26.6273700000	25.0000000000	25.2769160000
1500	28.7822300000	25.0000000000	22.5054470000
1800	31.4112120000	25.0000000000	26.9880000000
2100	34.5055760000	25.0000000000	23.3637670000
2400	38.0537750000	25.0000000000	23.7444580000
2700	42.0413890000	25.0000000000	27.3643280000
3000	46.4510040000	25.0000000000	24.3196460000
3300	51.2620230000	25.0000000000	24.2389360000
3600	56.4504280000	25.0000000000	25.8602020000
3900	61.9884490000	25.0000000000	26.1977790000
4200	67.8442090000	25.0000000000	25.6237770000
4500	73.9813540000	25.0000000000	25.5027060000
4800	80.3586620000	24.9999990000	25.2382890000
5100	86.9296740000	24.9999930000	24.8643050000
5400	93.6424090000	24.9999660000	23.6981590000
5700	100.4391900000	24.9998760000	23.4764030000
6000	107.2566700000	24.9996320000	26.6644770000
6300	114.0261500000	24.9990760000	26.0074480000
6600	120.6740400000	24.9979880000	24.7411770000
6900	127.1227500000	24.9961770000	27.0859510000
7200	133.2920300000	24.9937250000	24.5507570000
7500	139.1010200000	24.9915280000	22.7366910000
7800	144.4705300000	24.9920680000	26.7420180000
8100	149.3260100000	24.9997310000	27.0932150000
8400	153.6005300000	25.0216940000	25.7095520000
8700	157.2381000000	25.0692500000	23.0616420000
9000	160.1965200000	25.1596290000	22.6491480000
9300	162.4495400000	25.3214680000	27.7051220000
9600	163.9879200000	25.5913710000	23.9499780000
9900	164.8194700000	26.0204550000	25.0777080000
10200	164.9680400000	26.6754540000	23.6624250000
10500	164.4721700000	27.6497180000	29.5804900000
10800	163.3831300000	29.0953240000	26.8319410000
11100	161.7620200000	31.1415110000	31.7603610000
11400	159.6746500000	33.9700350000	30.9820930000
11700	157.1856400000	37.7098200000	39.5716220000
12000	154.3527000000	42.4345000000	43.7887770000
12300	151.2230400000	48.1173960000	45.0292310000
12600	147.8372000000	54.6526220000	49.3867760000
12900	144.2364800000	61.8465860000	56.5316530000
13200	140.4688600000	69.4849910000	67.9754670000
13500	136.5916500000	77.3210940000	84.2756410000
13800	132.6715900000	85.1636520000	80.6846290000
14100	128.7796900000	92.8339300000	89.6766200000
14400	124.9844500000	100.1703200000	91.8658710000
14700	121.3441400000	107.0833100000	115.7105500000
15000	117.8985100000	113.4773700000	124.9974200000
15300	114.6624000000	119.3003700000	116.6603300000
15600	111.6222700000	124.5222700000	132.3847600000
15900	108.7404400000	129.1236800000	136.3133500000
16200	105.9679700000	133.1075100000	120.1083400000
16500	103.2581900000	136.4891100000	145.9601200000
16800	100.5769100000	139.2764300000	132.5682500000
17100	97.9061030000	141.5152000000	143.3993200000
17400	95.2393830000	143.2230600000	150.8185500000
17700	92.5736510000	144.4310200000	132.8890300000
18000	89.9022250000	145.1817500000	142.5273900000
18300	87.2125710000	145.5155300000	158.5176500000
18600	84.4898950000	145.4708000000	147.2693300000
18900	81.7253250000	145.0889500000	153.9358700000
19200	78.9228260000	144.3936000000	151.9453100000
19500	76.1000730000	143.4128600000	146.0449800000
19800	73.2840490000	142.1762800000	134.6143800000
20100	70.5068280000	140.7158200000	134.7175500000
20400	67.8031370000	139.0571600000	135.4702200000
20700	65.2079700000	137.2738400000	128.6294100000
21000	62.7527470000	135.3484800000	125.6047000000
21300	60.4610240000	133.3003400000	144.4910700000
21600	58.3460220000	131.1811800000	141.8560800000
21900	56.4104330000	128.9990700000	140.1051600000
22200	54.6476230000	126.7409600000	116.7135700000
22500	53.0432490000	124.4678700000	112.8308000000
22800	51.5769780000	122.1615100000	121.5819900000
23100	50.2248810000	119.8106300000	119.9760600000
23400	48.9627190000	117.4878100000	125.4497900000
23700	47.7691510000	115.1339300000	114.8253300000
24000	46.6272430000	112.7790500000	102.1539700000
24300	45.5244710000	110.4368300000	113.8393400000
24600	44.4518490000	108.0707500000	103.0181500000
24900	43.4030140000	105.7530700000	108.1287200000
25200	42.3738350000	103.4175300000	111.3617000000
25500	41.3623500000	101.1035500000	105.8469200000
25800	40.3687220000	98.8055110000	92.3440200000
26100	39.3948400000	96.5076350000	95.0667720000
26400	38.4437350000	94.2561250000	93.5357010000
26700	37.5190390000	91.9971030000	97.0936560000
27000	36.6245740000	89.7943630000	93.9784040000
27300	35.7641700000	87.6019200000	91.4507090000
27600	34.9418200000	85.4441460000	84.4684710000
27900	34.1619890000	83.3287640000	79.5218800000
28200	33.4296230000	81.2307230000	75.0159750000
28500	32.7497440000	79.2054900000	76.3380640000
28800	32.1266780000	77.1962150000	83.3483060000
29100	31.5629890000	75.2551110000	68.8270020000
29400	31.0586390000	73.3530410000	76.6541670000
29700	30.6105170000	71.4942750000	70.0949030000
30000	30.2123660000	69.7042950000	68.0932710000
30300	29.8551180000	67.9439110000	71.7226810000
30600	29.5276290000	66.2591880000	63.3993290000
30900	29.2177340000	64.6184030000	63.9178780000
31200	28.9135190000	63.0153820000	58.3900630000
31500	28.6043560000	61.4938410000	63.3192490000
31800	28.2818860000	60.0035250000	59.4165990000
32100	27.9407060000	58.5627130000	60.7285610000
32400	27.5787400000	57.1854600000	60.4818400000
32700	27.1972670000	55.8393620000	52.8182780000
33000	26.8006980000	54.5412010000	55.8503840000
33300	26.3960220000	53.3001500000	56.0650510000
33600	25.9920080000	52.0870520000	49.6766710000
33900	25.5984400000	50.9088910000	46.8911440000
34200	25.2253550000	49.7933330000	50.0839690000
34500	24.8824580000	48.7003600000	47.0209520000
34800	24.5785300000	47.6327380000	52.1450310000
35100	24.3210580000	46.6197380000	45.1773530000
35400	24.1159710000	45.6361730000	46.0118530000
35700	23.9674240000	44.6750670000	42.1218360000
36000	23.8776730000	43.7395860000	47.3300770000
36300	23.8469710000	42.8594510000	43.3432060000
36600	23.8734180000	41.9978150000	40.9431280000
36900	23.9528480000	41.1580150000	45.0497820000
37200	24.0789170000	40.3425910000	38.4029470000
37500	24.2435640000	39.5788400000	40.0599890000
37800	24.4373660000	38.8341060000	36.5342400000
38100	24.6495480000	38.1100590000	37.1233970000
38400	24.8683730000	37.4096390000	38.2126940000
38700	25.0817000000	36.7450560000	38.3964760000
39000	25.2776440000	36.1137980000	34.3262990000
39300	25.4453090000	35.5004030000	31.7909540000
39600	25.5754720000	34.9066870000	35.6904630000
39900	25.6611350000	34.3342540000	35.7359930000
40200	25.6980070000	33.7871850000	31.9095790000
40500	25.6847250000	33.2761980000	31.6004660000
40800	25.6230300000	32.7777440000	32.9076270000
41100	25.5177370000	32.2931800000	34.0908470000
41400	25.3764400000	31.8232150000	32.5070230000
41700	25.2089590000	31.3685530000	32.6705000000
42000	25.0265120000	30.9296160000	32.3193630000
42300	24.8405870000	30.5185330000	29.2076460000
42600	24.6616230000	30.1177470000	28.6273950000
42900	24.4977440000	29.7248670000	31.4194910000
43200	24.3544110000	29.3409920000	30.5550990000
43500	24.2345060000	28.9674020000	26.2537510000
43800	24.1386230000	28.6054840000	29.6754660000
44100	24.0655590000	28.2566230000	27.9472300000
44400	24.0129210000	27.9250180000	26.8846310000
44700	23.9777080000	27.6165500000	28.9932820000
45000	23.9567790000	27.3179440000	28.9438970000
45300	23.9471700000	27.0317110000	26.9101220000
45600	23.9462630000	26.7601840000	26.2607260000
45900	23.9518530000	26.5056350000	28.3059840000
46200	23.9621400000	26.2699860000	26.3333420000
46500	23.9757060000	26.0550230000	24.9143910000
46800	23.9914660000	25.8621280000	23.7796650000
47100	24.0086210000	25.6922110000	24.9937070000
47400	24.0266110000	25.5458040000	27.1973870000
47700	24.0450640000	25.4225830000	24.8795030000
48000	24.0637490000	25.3222940000	23.9617180000
48300	24.0825340000	25.2425830000	23.3486650000
48600	24.1013530000	25.1816770000	23.3250570000
48900	24.1201760000	25.1365630000	25.5185020000
49200	24.1389920000	25.1042370000	24.0908510000
49500	24.1577990000	25.0826300000	24.7507840000
49800	24.1765950000	25.0692240000	26.7723110000
50100	24.1953800000	25.0616460000	27.2923340000
50400	24.2141550000	25.0575990000	26.7130880000
50700	24.2329200000	25.0550070000	27.2340560000
51000	24.2516740000	25.0521180000	24.9848390000
51300	24.2704180000	25.0474310000	24.7128990000
51600	24.2891510000	25.0396850000	23.5055860000
51900	24.3078750000	25.0278090000	24.6555290000
52200	24.3265870000	25.0110000000	26.6546940000
52500	24.3452890000	24.9887770000	23.4449730000
52800	24.3639810000	24.9610590000	25.1947630000
53100	24.3826630000	24.9279250000	24.2287270000
53400	24.4013340000	24.8897200000	25.0147880000
53700	24.4199950000	24.8470380000	25.7930120000
54000	24.4386450000	24.8006110000	23.5486540000
