Start State:
cross section    distance           zbed     leftdam    rightdam  bottomlevel              z          eline              A              Q              C        delta x         
        81        24.1515         27.554                 0                  0                    0
        82        24.1487        27.5498                 0                  0                    0
        83         24.146        27.5454                 0                  0                    0
        84        24.1433        27.5409                 0                  0                    0
        85        24.1406        27.5366                 0                  0                    0
        86         24.138        27.5324                 0                  0                    0
        87        24.1355        27.5282                 0                  0                    0
        88        24.1331        27.5241                 0                  0                    0
        89        24.1307        27.5203                 0                  0                    0
        90        24.1285        27.5163                 0                  0                    0
        91        24.1263        27.5124                 0                  0                    0
        92        24.1241         27.509                 0                  0                    0
        93        24.1221        27.5055                 0                  0                    0
        94        24.1201         27.502                 0                  0                    0
        95        24.1183        27.4987                 0                  0                    0
        96        24.1165        27.4956                 0                  0                    0
        97        24.1148        27.4925                 0                  0                    0
        98        24.1132        27.4896                 0                  0                    0
        99        24.1117        27.4869                 0                  0                    0
       100        24.1103        27.4841                 0                  0                    0
       101         24.109        27.4815                 0                  0                    0
       102        24.1079        27.4794                 0                  0                    0
       103        24.1068        27.4772                 0                  0                    0
       104        24.1059        27.4752                 0                  0                    0
       105         24.105        27.4734                 0                  0                    0
       106        24.1043        27.4715                 0                  0                    0
       107        24.1038        27.4698                 0                  0                    0
       108        24.1034        27.4683                 0                  0                    0
       109        24.1031         27.467                 0                  0                    0
       110        24.1031        27.4661                 0                  0                    0
       111        24.1032        27.4654                 0                  0                    0
       112        24.1034        27.4648                 0                  0                    0
       113        24.1039        27.4645                 0                  0                    0
       114        24.1045        27.4644                 0                  0                    0
       115        24.1053        27.4646                 0                  0                    0
       116        24.1063         27.465                 0                  0                    0
       117        24.1075        27.4657                 0                  0                    0
       118        24.1088        27.4666                 0                  0                    0
       119        24.1104        27.4679                 0                  0                    0
       120        24.1122        27.4695                 0                  0                    0
       121        24.1142        27.4715                 0                  0                    0
       122        24.1163        27.4736                 0                  0                    0
       123        24.1187         27.476                 0                  0                    0
       124        24.1213        27.4788                 0                  0                    0
       125        24.1241        27.4818                 0                  0                    0
       126        24.1271        27.4852                 0                  0                    0
       127        24.1304        27.4888                 0                  0                    0
       128        24.1339        27.4928                 0                  0                    0
       129        24.1375        27.4971                 0                  0                    0
       130        24.1415        27.5018                 0                  0                    0
       131        24.1456        27.5071                 0                  0                    0
       132          24.15        27.5124                 0                  0                    0
       133        24.1545        27.5181                 0                  0                    0
       134        24.1594        27.5241                 0                  0                    0
       135        24.1644        27.5305                 0                  0                    0
       136        24.1697        27.5371                 0                  0                    0
       137        24.1752        27.5442                 0                  0                    0
       138        24.1809        27.5515                 0                  0                    0
       139        24.1868        27.5592                 0                  0                    0
       140         24.193        27.5674                 0                  0                    0
       141        24.1994        27.5762                 0                  0                    0
       142         24.206         27.585                 0                  0                    0
       143        24.2129        27.5941                 0                  0                    0
       144        24.2199        27.6036                 0                  0                    0
       145        24.2272        27.6134                 0                  0                    0
       146        24.2347        27.6235                 0                  0                    0
       147        24.2424         27.634                 0                  0                    0
       148        24.2503        27.6447                 0                  0                    0
       149        24.2584        27.6557                 0                  0                    0
       150        24.2667        27.6674                 0                  0                    0
       151        24.2752        27.6796                 0                  0                    0
       152        24.2839        27.6917                 0                  0                    0
       153        24.2928        27.7042                 0                  0                    0
       154        24.3018        27.7169                 0                  0                    0
       155        24.3111        27.7299                 0                  0                    0
       156        24.3205        27.7432                 0                  0                    0
       157          24.33        27.7567                 0                  0                    0
       158        24.3398        27.7704                 0                  0                    0
       159        24.3496        27.7844                 0                  0                    0
       160        24.3597         27.799                 0                  0                    0
       161        24.3698        27.8141                 0                  0                    0
       162        24.3801         27.829                 0                  0                    0
       163        24.3905        27.8442                 0                  0                    0
       164        24.4011        27.8595                 0                  0                    0
       165        24.4117         27.875                 0                  0                    0
       166        24.4224        27.8906                 0                  0                    0
       167        24.4333        27.9064                 0                  0                    0
       168        24.4442        27.9224                 0                  0                    0
       169        24.4552        27.9384                 0                  0                    0
       170        24.4663        27.9551                 0                  0                    0
       171        24.4775        27.9723                 0                  0                    0
       172        24.4886         27.989                 0                  0                    0
       173        24.4999        28.0058                 0                  0                    0
       174        24.5111        28.0228                 0                  0                    0
       175        24.5224        28.0397                 0                  0                    0
       176        24.5337        28.0568                 0                  0                    0
       177         24.545        28.0738                 0                  0                    0
       178        24.5564        28.0909                 0                  0                    0
       179        24.5677         28.108                 0                  0                    0
       180         24.579        28.1257                 0                  0                    0
       181        24.5903         28.144                 0                  0                    0
       182        24.6015        28.1616                 0                  0                    0
       183        24.6127        28.1793                 0                  0                    0
       184        24.6239         28.197                 0                  0                    0
       185         24.635        28.2148                 0                  0                    0
       186         24.646        28.2327                 0                  0                    0
       187         24.657        28.2507                 0                  0                    0
       188        24.6679        28.2689                 0                  0                    0
       189        24.6787        28.2871                 0                  0                    0
       190        24.6895        28.3067                 0                  0                    0
       191        24.7001         28.327                 0                  0                    0
       192        24.7106         28.348                 0                  0                    0
       193        24.7211        28.3682                 0                  0                    0
       194        24.7314        28.3928                 0                  0                    0
       195        24.7416        28.4175                 0                  0                    0
       196        24.7518        28.4409                 0                  0                    0
       197        24.7619        28.4656                 0                  0                    0
       198         24.772        28.4916                 0                  0                    0
       199         24.782        28.5885                 0                  0                    0
       200         24.792        28.2139                 0                  0                    0
       201         24.797        27.6494                 0                  0                    0

 section distance          zbed    leftdam   rightdam    bottomlev.            z        eline             A            Ared            Q          QNum             u         Fr          tau    transpCap            C
   CS000         0           120        130        130           124     121.6534     121.7163       22.0061       22.0061       24.4495       24.4452      1.11103      0.308            0            0            0
   CS001       100         119.9      129.9      129.9         123.9     121.5533     121.6162       22.0035       22.0035       24.4456       24.4416      1.11099      0.308            0            0            0
   CS002       200         119.8      129.8      129.8         123.8     121.4531      121.516       22.0011       22.0011       24.4417       24.4377      1.11093      0.308            0            0            0
   CS003       300         119.7      129.7      129.7         123.7      121.353     121.4159       21.9986       21.9986       24.4378       24.4338      1.11088      0.308            0            0            0
   CS004       400         119.6      129.6      129.6         123.6     121.2528     121.3157       21.9962       21.9962       24.4339         24.43      1.11082      0.308            0            0            0
   CS005       500         119.5      129.5      129.5         123.5     121.1527     121.2156       21.9938       21.9938         24.43       24.4261      1.11077      0.308            0            0            0
   CS006       600         119.4      129.4      129.4         123.4     121.0525     121.1154       21.9914       21.9914       24.4261       24.4222      1.11071      0.308            0            0            0
   CS007       700         119.3      129.3      129.3         123.3     120.9524     121.0152        21.989        21.989       24.4222       24.4183      1.11065      0.308            0            0            0
   CS008       800         119.2      129.2      129.2         123.2     120.8522     120.9151       21.9866       21.9866       24.4183       24.4145       1.1106      0.308            0            0            0
   CS009       900         119.1      129.1      129.1         123.1     120.7521     120.8149       21.9842       21.9842       24.4144       24.4102      1.11054      0.308            0            0            0
   CS010      1000           119        129        129           123      120.652     120.7148       21.9816       21.9816       24.4105       24.4061      1.11049      0.308            0            0            0
   CS011      1100         118.9      128.9      128.9         122.9     120.5518     120.6146        21.979        21.979       24.4065       24.4026      1.11045      0.308            0            0            0
   CS012      1200         118.8      128.8      128.8         122.8     120.4516     120.5145       21.9765       21.9765       24.4026       24.3987       1.1104      0.308            0            0            0
   CS013      1300         118.7      128.7      128.7         122.7     120.3515     120.4143       21.9741       21.9741       24.3987       24.3948      1.11034      0.308            0            0            0
   CS014      1400         118.6      128.6      128.6         122.6     120.2513     120.3142       21.9717       21.9717       24.3948       24.3909      1.11029      0.308            0            0            0
   CS015      1500         118.5      128.5      128.5         122.5     120.1512      120.214       21.9693       21.9693       24.3909        24.387      1.11023      0.308            0            0            0
   CS016      1600         118.4      128.4      128.4         122.4      120.051     120.1139       21.9669       21.9669        24.387       24.3831      1.11017      0.308            0            0            0
   CS017      1700         118.3      128.3      128.3         122.3     119.9509     120.0137       21.9645       21.9645       24.3831       24.3793      1.11012      0.308            0            0            0
   CS018      1800         118.2      128.2      128.2         122.2     119.8507     119.9136       21.9621       21.9621       24.3792       24.3754      1.11006      0.308            0            0            0
   CS019      1900         118.1      128.1      128.1         122.1     119.7506     119.8134       21.9597       21.9597       24.3753       24.3712         1.11      0.308            0            0            0
   CS020      2000           118        128        128           122     119.6505     119.7133       21.9571       21.9571       24.3714       24.3671      1.10995      0.308            0            0            0
   CS021      2100         117.9      127.9      127.9         121.9     119.5503     119.6131       21.9545       21.9545       24.3675       24.3635      1.10991      0.308            0            0            0
   CS022      2200         117.8      127.8      127.8         121.8     119.4502     119.5129       21.9521       21.9521       24.3636       24.3596      1.10985      0.308            0            0            0
   CS023      2300         117.7      127.7      127.7         121.7       119.35     119.4128       21.9496       21.9496       24.3597       24.3558       1.1098      0.308            0            0            0
   CS024      2400         117.6      127.6      127.6         121.6     119.2499     119.3126       21.9472       21.9472       24.3558       24.3519      1.10974      0.308            0            0            0
   CS025      2500         117.5      127.5      127.5         121.5     119.1497     119.2125       21.9448       21.9448       24.3519        24.348      1.10969      0.308            0            0            0
   CS026      2600         117.4      127.4      127.4         121.4     119.0496     119.1123       21.9424       21.9424        24.348       24.3441      1.10963      0.308            0            0            0
   CS027      2700         117.3      127.3      127.3         121.3     118.9494     119.0122         21.94         21.94       24.3441       24.3403      1.10957      0.308            0            0            0
   CS028      2800         117.2      127.2      127.2         121.2     118.8493      118.912       21.9377       21.9377       24.3402       24.3364      1.10952      0.308            0            0            0
   CS029      2900         117.1      127.1      127.1         121.1     118.7491     118.8119       21.9353       21.9353       24.3363       24.3322      1.10946      0.308            0            0            0
   CS030      3000           117        127        127           121      118.649     118.7117       21.9327       21.9327       24.3324       24.3282      1.10941      0.308            0            0            0
   CS031      3100         116.9      126.9      126.9         120.9     118.5488     118.6116       21.9302       21.9302       24.3285       24.3246      1.10936      0.308            0            0            0
   CS032      3200         116.8      126.8      126.8         120.8     118.4487     118.5114       21.9278       21.9278       24.3247       24.3208      1.10931      0.308            0            0            0
   CS033      3300         116.7      126.7      126.7         120.7     118.3485     118.4113       21.9253       21.9253       24.3208       24.3169      1.10925      0.308            0            0            0
   CS034      3400         116.6      126.6      126.6         120.6     118.2484     118.3111       21.9229       21.9229       24.3169       24.3131       1.1092      0.308            0            0            0
   CS035      3500         116.5      126.5      126.5         120.5     118.1482     118.2109       21.9206       21.9206        24.313       24.3092      1.10914      0.308            0            0            0
   CS036      3600         116.4      126.4      126.4         120.4     118.0481     118.1108       21.9182       21.9182       24.3092       24.3054      1.10909      0.308            0            0            0
   CS037      3700         116.3      126.3      126.3         120.3      117.948     118.0106       21.9159       21.9159       24.3053       24.3015      1.10903      0.308            0            0            0
   CS038      3800         116.2      126.2      126.2         120.2     117.8478     117.9105       21.9135       21.9135       24.3015       24.2977      1.10897      0.308            0            0            0
   CS039      3900         116.1      126.1      126.1         120.1     117.7477     117.8103       21.9111       21.9111       24.2976       24.2936      1.10891      0.308            0            0            0
   CS040      4000           116        126        126           120     117.6475     117.7102       21.9087       21.9087       24.2937       24.2896      1.10887      0.308            0            0            0
   CS041      4100         115.9      125.9      125.9         119.9     117.5474       117.61       21.9062       21.9062       24.2899       24.2861      1.10882      0.308            0            0            0
   CS042      4200         115.8      125.8      125.8         119.8     117.4472     117.5099       21.9038       21.9038       24.2861       24.2822      1.10876      0.308            0            0            0
   CS043      4300         115.7      125.7      125.7         119.7     117.3471     117.4097       21.9014       21.9014       24.2822       24.2784      1.10871      0.308            0            0            0
   CS044      4400         115.6      125.6      125.6         119.6     117.2469     117.3096       21.8991       21.8991       24.2784       24.2746      1.10865      0.308            0            0            0
   CS045      4500         115.5      125.5      125.5         119.5     117.1468     117.2094       21.8968       21.8968       24.2746       24.2709      1.10859      0.308            0            0            0
   CS046      4600         115.4      125.4      125.4         119.4     117.0467     117.1093       21.8944       21.8944       24.2708       24.2671      1.10854      0.308            0            0            0
   CS047      4700         115.3      125.3      125.3         119.3     116.9465     117.0092       21.8922       21.8922        24.267       24.2633      1.10848      0.308            0            0            0
   CS048      4800         115.2      125.2      125.2         119.2     116.8464      116.909       21.8899       21.8899       24.2632       24.2596      1.10842      0.308            0            0            0
   CS049      4900         115.1      125.1      125.1         119.1     116.7462     116.8089       21.8876       21.8876       24.2594       24.2556      1.10837      0.308            0            0            0
   CS050      5000           115        125        125           119     116.6461     116.7087       21.8852       21.8852       24.2557       24.2517      1.10832      0.308            0            0            0
   CS051      5100         114.9      124.9      124.9         118.9      116.546     116.6086       21.8828       21.8828       24.2519       24.2482      1.10826      0.308            0            0            0
   CS052      5200         114.8      124.8      124.8         118.8     116.4458     116.5084       21.8805       21.8805       24.2482       24.2445      1.10821      0.308            0            0            0
   CS053      5300         114.7      124.7      124.7         118.7     116.3457     116.4083       21.8782       21.8782       24.2445       24.2408      1.10815      0.308            0            0            0
   CS054      5400         114.6      124.6      124.6         118.6     116.2456     116.3081        21.876        21.876       24.2407       24.2371       1.1081      0.308            0            0            0
   CS055      5500         114.5      124.5      124.5         118.5     116.1454      116.208       21.8738       21.8738        24.237       24.2335      1.10804      0.308            0            0            0
   CS056      5600         114.4      124.4      124.4         118.4     116.0453     116.1079       21.8716       21.8716       24.2334       24.2298      1.10798      0.308            0            0            0
   CS057      5700         114.3      124.3      124.3         118.3     115.9451     116.0077       21.8694       21.8694       24.2297       24.2262      1.10793      0.308            0            0            0
   CS058      5800         114.2      124.2      124.2         118.2      115.845     115.9076       21.8672       21.8672        24.226       24.2226      1.10787      0.308            0            0            0
   CS059      5900         114.1      124.1      124.1         118.1     115.7449     115.8074       21.8651       21.8651       24.2224       24.2188      1.10781      0.308            0            0            0
   CS060      6000           114        124        124           118     115.6448     115.7073       21.8628       21.8628       24.2188       24.2151      1.10776      0.308            0            0            0
   CS061      6100         113.9      123.9      123.9         117.9     115.5446     115.6072       21.8606       21.8606       24.2152       24.2118      1.10771      0.308            0            0            0
   CS062      6200         113.8      123.8      123.8         117.8     115.4445      115.507       21.8585       21.8585       24.2116       24.2083      1.10766      0.308            0            0            0
   CS063      6300         113.7      123.7      123.7         117.7     115.3444     115.4069       21.8564       21.8564       24.2081       24.2048       1.1076      0.308            0            0            0
   CS064      6400         113.6      123.6      123.6         117.6     115.2442     115.3068       21.8543       21.8543       24.2046       24.2013      1.10754      0.308            0            0            0
   CS065      6500         113.5      123.5      123.5         117.5     115.1441     115.2066       21.8522       21.8522       24.2011       24.1978      1.10749      0.308            0            0            0
   CS066      6600         113.4      123.4      123.4         117.4      115.044     115.1065       21.8502       21.8502       24.1976       24.1944      1.10743      0.308            0            0            0
   CS067      6700         113.3      123.3      123.3         117.3     114.9439     115.0064       21.8482       21.8482       24.1942        24.191      1.10738      0.308            0            0            0
   CS068      6800         113.2      123.2      123.2         117.2     114.8438     114.9062       21.8463       21.8463       24.1908       24.1877      1.10732      0.308            0            0            0
   CS069      6900         113.1      123.1      123.1         117.1     114.7436     114.8061       21.8443       21.8443       24.1874       24.1842      1.10726      0.308            0            0            0
   CS070      7000           113        123        123           117     114.6435      114.706       21.8423       21.8423       24.1841       24.1808      1.10721      0.308            0            0            0
   CS071      7100         112.9      122.9      122.9         116.9     114.5434     114.6059       21.8403       21.8403       24.1808       24.1778      1.10716      0.308            0            0            0
   CS072      7200         112.8      122.8      122.8         116.8     114.4433     114.5058       21.8385       21.8385       24.1775       24.1746      1.10711      0.308            0            0            0
   CS073      7300         112.7      122.7      122.7         116.7     114.3432     114.4056       21.8366       21.8366       24.1743       24.1714      1.10705      0.308            0            0            0
   CS074      7400         112.6      122.6      122.6         116.6     114.2431     114.3055       21.8348       21.8348       24.1711       24.1683        1.107      0.308            0            0            0
   CS075      7500         112.5      122.5      122.5         116.5      114.143     114.2054        21.833        21.833        24.168       24.1652      1.10694      0.308            0            0            0
   CS076      7600         112.4      122.4      122.4         116.4     114.0429     114.1053       21.8313       21.8313       24.1649       24.1622      1.10689      0.308            0            0            0
   CS077      7700         112.3      122.3      122.3         116.3     113.9427     114.0052       21.8296       21.8296       24.1618       24.1592      1.10684      0.308            0            0            0
   CS078      7800         112.2      122.2      122.2         116.2     113.8426     113.9051        21.828        21.828       24.1588       24.1562      1.10678      0.308            0            0            0
   CS079      7900         112.1      122.1      122.1         116.1     113.7426      113.805       21.8264       21.8264       24.1559       24.1532      1.10673      0.308            0            0            0
   CS080      8000           112        122        122           116     113.6425     113.7049       21.8247       21.8247        24.153       24.1503      1.10668      0.308            0            0            0
   CS081      8100         111.9      121.9      121.9         115.9     113.5424     113.6048       21.8231       21.8231       24.1501       24.1477      1.10663      0.308            0            0            0
   CS082      8200         111.8      121.8      121.8         115.8     113.4423     113.5047       21.8216       21.8216       24.1473        24.145      1.10658      0.308            0            0            0
   CS083      8300         111.7      121.7      121.7         115.7     113.3422     113.4046       21.8202       21.8202       24.1446       24.1424      1.10653      0.308            0            0            0
   CS084      8400         111.6      121.6      121.6         115.6     113.2421     113.3045       21.8188       21.8188       24.1419       24.1398      1.10648      0.308            0            0            0
   CS085      8500         111.5      121.5      121.5         115.5      113.142     113.2044       21.8174       21.8174       24.1393       24.1373      1.10642      0.308            0            0            0
   CS086      8600         111.4      121.4      121.4         115.4     113.0419     113.1043       21.8161       21.8161       24.1368       24.1348      1.10637      0.308            0            0            0
   CS087      8700         111.3      121.3      121.3         115.3     112.9419     113.0042       21.8149       21.8149       24.1343       24.1324      1.10632      0.308            0            0            0
   CS088      8800         111.2      121.2      121.2         115.2     112.8418     112.9042       21.8137       21.8137       24.1319       24.1301      1.10627      0.308            0            0            0
   CS089      8900         111.1      121.1      121.1         115.1     112.7417     112.8041       21.8126       21.8126       24.1296       24.1278      1.10622      0.308            0            0            0
   CS090      9000           111        121        121           115     112.6417      112.704       21.8114       21.8114       24.1274       24.1256      1.10618      0.308            0            0            0
   CS091      9100         110.9      120.9      120.9         114.9     112.5416      112.604       21.8104       21.8104       24.1252       24.1236      1.10613      0.308            0            0            0
   CS092      9200         110.8      120.8      120.8         114.8     112.4415     112.5039       21.8094       21.8094       24.1231       24.1217      1.10609      0.308            0            0            0
   CS093      9300         110.7      120.7      120.7         114.7     112.3415     112.4038       21.8085       21.8085       24.1211       24.1198      1.10604      0.308            0            0            0
   CS094      9400         110.6      120.6      120.6         114.6     112.2414     112.3038       21.8077       21.8077       24.1192        24.118        1.106      0.308            0            0            0
   CS095      9500         110.5      120.5      120.5         114.5     112.1414     112.2037       21.8069       21.8069       24.1174       24.1163      1.10595      0.308            0            0            0
   CS096      9600         110.4      120.4      120.4         114.4     112.0413     112.1037       21.8062       21.8062       24.1156       24.1147      1.10591      0.308            0            0            0
   CS097      9700         110.3      120.3      120.3         114.3     111.9413     112.0036       21.8056       21.8056        24.114       24.1131      1.10586      0.308            0            0            0
   CS098      9800         110.2      120.2      120.2         114.2     111.8413     111.9036       21.8051       21.8051       24.1125       24.1117      1.10582      0.308            0            0            0
   CS099      9900         110.1      120.1      120.1         114.1     111.7412     111.8036       21.8046       21.8046        24.111       24.1103      1.10578      0.308            0            0            0
   CS100     10000           110        120        120           114     111.6412     111.7035       21.8041       21.8041       24.1097       24.1091      1.10574      0.308            0            0            0
   CS101     10100         109.9      119.9      119.9         113.9     111.5412     111.6035       21.8037       21.8037       24.1085       24.1081       1.1057      0.308            0            0            0
   CS102     10200         109.8      119.8      119.8         113.8     111.4412     111.5035       21.8035       21.8035       24.1073       24.1071      1.10567      0.308            0            0            0
   CS103     10300         109.7      119.7      119.7         113.7     111.3412     111.4035       21.8033       21.8033       24.1063       24.1062      1.10563      0.308            0            0            0
   CS104     10400         109.6      119.6      119.6         113.6     111.2412     111.3035       21.8032       21.8032       24.1054       24.1055      1.10559      0.308            0            0            0
   CS105     10500         109.5      119.5      119.5         113.5     111.1412     111.2034       21.8032       21.8032       24.1047       24.1047      1.10556      0.308            0            0            0
   CS106     10600         109.4      119.4      119.4         113.4     111.0412     111.1035       21.8033       21.8033        24.104       24.1041      1.10552      0.308            0            0            0
   CS107     10700         109.3      119.3      119.3         113.3     110.9412     111.0035       21.8035       21.8035       24.1036       24.1036      1.10549      0.308            0            0            0
   CS108     10800         109.2      119.2      119.2         113.2     110.8412     110.9035       21.8038       21.8038       24.1033       24.1033      1.10546      0.308            0            0            0
   CS109     10900         109.1      119.1      119.1         113.1     110.7412     110.8035       21.8042       21.8042       24.1031       24.1032      1.10543      0.308            0            0            0
   CS110     11000           109        119        119           113     110.6412     110.7035       21.8047       21.8047       24.1031       24.1032      1.10541      0.308            0            0            0
   CS111     11100         108.9      118.9      118.9         112.9     110.5413     110.6036       21.8053       21.8053       24.1033       24.1034      1.10539      0.308            0            0            0
   CS112     11200         108.8      118.8      118.8         112.8     110.4413     110.5036       21.8061       21.8061       24.1037       24.1037      1.10536      0.308            0            0            0
   CS113     11300         108.7      118.7      118.7         112.7     110.3414     110.4037       21.8069       21.8069       24.1042       24.1043      1.10535      0.308            0            0            0
   CS114     11400         108.6      118.6      118.6         112.6     110.2414     110.3037        21.808        21.808       24.1049        24.105      1.10533      0.308            0            0            0
   CS115     11500         108.5      118.5      118.5         112.5     110.1415     110.2038       21.8091       21.8091       24.1058       24.1059      1.10531      0.308            0            0            0
   CS116     11600         108.4      118.4      118.4         112.4     110.0416     110.1039       21.8104       21.8104       24.1069        24.107      1.10529      0.308            0            0            0
   CS117     11700         108.3      118.3      118.3         112.3     109.9417     110.0039       21.8118       21.8118       24.1082       24.1082      1.10528      0.308            0            0            0
   CS118     11800         108.2      118.2      118.2         112.2     109.8418      109.904       21.8133       21.8133       24.1096       24.1097      1.10527      0.308            0            0            0
   CS119     11900         108.1      118.1      118.1         112.1     109.7419     109.8041        21.815        21.815       24.1113       24.1114      1.10526      0.308            0            0            0
   CS120     12000           108        118        118           112      109.642     109.7042       21.8167       21.8167       24.1132       24.1133      1.10526      0.308            0            0            0
   CS121     12100         107.9      117.9      117.9         111.9     109.5421     109.6043       21.8185       21.8185       24.1152       24.1153      1.10527      0.308            0            0            0
   CS122     12200         107.8      117.8      117.8         111.8     109.4422     109.5045       21.8206       21.8206       24.1175       24.1176      1.10526      0.307            0            0            0
   CS123     12300         107.7      117.7      117.7         111.7     109.3423     109.4046       21.8228       21.8228         24.12       24.1201      1.10527      0.307            0            0            0
   CS124     12400         107.6      117.6      117.6         111.6     109.2425     109.3047       21.8251       21.8251       24.1227       24.1228      1.10527      0.307            0            0            0
   CS125     12500         107.5      117.5      117.5         111.5     109.1426     109.2049       21.8276       21.8276       24.1256       24.1257      1.10528      0.307            0            0            0
   CS126     12600         107.4      117.4      117.4         111.4     109.0428     109.1051       21.8302       21.8302       24.1288       24.1289      1.10529      0.307            0            0            0
   CS127     12700         107.3      117.3      117.3         111.3      108.943     109.0052        21.833        21.833       24.1321       24.1322      1.10531      0.307            0            0            0
   CS128     12800         107.2      117.2      117.2         111.2     108.8431     108.9054       21.8359       21.8359       24.1357       24.1358      1.10532      0.307            0            0            0
   CS129     12900         107.1      117.1      117.1         111.1     108.7433     108.8056        21.839        21.839       24.1395       24.1396      1.10534      0.307            0            0            0
   CS130     13000           107        117        117           111     108.6435     108.7058        21.842        21.842       24.1435       24.1436      1.10537      0.307            0            0            0
   CS131     13100         106.9      116.9      116.9         110.9     108.5437      108.606       21.8452       21.8452       24.1478       24.1479       1.1054      0.307            0            0            0
   CS132     13200         106.8      116.8      116.8         110.8     108.4439     108.5062       21.8488       21.8488       24.1522       24.1523      1.10543      0.307            0            0            0
   CS133     13300         106.7      116.7      116.7         110.7     108.3441     108.4064       21.8523       21.8523       24.1569        24.157      1.10547      0.307            0            0            0
   CS134     13400         106.6      116.6      116.6         110.6     108.2444     108.3066       21.8561       21.8561       24.1619        24.162       1.1055      0.307            0            0            0
   CS135     13500         106.5      116.5      116.5         110.5     108.1446     108.2069       21.8599       21.8599        24.167       24.1671      1.10554      0.307            0            0            0
   CS136     13600         106.4      116.4      116.4         110.4     108.0448     108.1071        21.864        21.864       24.1724       24.1725      1.10558      0.307            0            0            0
   CS137     13700         106.3      116.3      116.3         110.3     107.9451     108.0074       21.8682       21.8682        24.178       24.1781      1.10563      0.307            0            0            0
   CS138     13800         106.2      116.2      116.2         110.2     107.8453     107.9076       21.8726       21.8726       24.1839       24.1839      1.10567      0.307            0            0            0
   CS139     13900         106.1      116.1      116.1         110.1     107.7456     107.8079       21.8771       21.8771       24.1899         24.19      1.10572      0.307            0            0            0
   CS140     14000           106        116        116           110     107.6459     107.7082       21.8814       21.8814       24.1962       24.1963      1.10579      0.307            0            0            0
   CS141     14100         105.9      115.9      115.9         109.9     107.5462     107.6085       21.8859       21.8859       24.2027       24.2028      1.10586      0.307            0            0            0
   CS142     14200         105.8      115.8      115.8         109.8     107.4465     107.5088       21.8909       21.8909       24.2095       24.2095      1.10592      0.307            0            0            0
   CS143     14300         105.7      115.7      115.7         109.7     107.3467     107.4091       21.8957       21.8957       24.2164       24.2165      1.10599      0.307            0            0            0
   CS144     14400         105.6      115.6      115.6         109.6     107.2471     107.3094       21.9009       21.9009       24.2236       24.2236      1.10605      0.307            0            0            0
   CS145     14500         105.5      115.5      115.5         109.5     107.1474     107.2097        21.906        21.906       24.2309        24.231      1.10613      0.307            0            0            0
   CS146     14600         105.4      115.4      115.4         109.4     107.0477     107.1101       21.9115       21.9115       24.2385       24.2386       1.1062      0.307            0            0            0
   CS147     14700         105.3      115.3      115.3         109.3      106.948     107.0104       21.9169       21.9169       24.2463       24.2464      1.10628      0.307            0            0            0
   CS148     14800         105.2      115.2      115.2         109.2     106.8484     106.9107       21.9226       21.9226       24.2543       24.2544      1.10636      0.307            0            0            0
   CS149     14900         105.1      115.1      115.1         109.1     106.7487     106.8111       21.9284       21.9284       24.2626       24.2626      1.10645      0.307            0            0            0
   CS150     15000           105        115        115           109     106.6491     106.7115       21.9339       21.9339        24.271        24.271      1.10655      0.307            0            0            0
   CS151     15100         104.9      114.9      114.9         108.9     106.5494     106.6118       21.9395       21.9395       24.2796       24.2796      1.10666      0.307            0            0            0
   CS152     15200         104.8      114.8      114.8         108.8     106.4498     106.5122       21.9456       21.9456       24.2883       24.2884      1.10675      0.307            0            0            0
   CS153     15300         104.7      114.7      114.7         108.7     106.3501     106.4126       21.9516       21.9516       24.2973       24.2973      1.10686      0.307            0            0            0
   CS154     15400         104.6      114.6      114.6         108.6     106.2505      106.313       21.9579       21.9579       24.3064       24.3065      1.10696      0.307            0            0            0
   CS155     15500         104.5      114.5      114.5         108.5     106.1509     106.2133       21.9641       21.9641       24.3158       24.3158      1.10707      0.307            0            0            0
   CS156     15600         104.4      114.4      114.4         108.4     106.0513     106.1137       21.9706       21.9706       24.3252       24.3253      1.10717      0.307            0            0            0
   CS157     15700         104.3      114.3      114.3         108.3     105.9516     106.0141        21.977        21.977       24.3349       24.3349      1.10729      0.307            0            0            0
   CS158     15800         104.2      114.2      114.2         108.2     105.8521     105.9146       21.9837       21.9837       24.3447       24.3447       1.1074      0.307            0            0            0
   CS159     15900         104.1      114.1      114.1         108.1     105.7525      105.815       21.9905       21.9905       24.3547       24.3547      1.10751      0.307            0            0            0
   CS160     16000           104        114        114           108     105.6529     105.7154       21.9967       21.9967       24.3648       24.3648      1.10765      0.307            0            0            0
   CS161     16100         103.9      113.9      113.9         107.9     105.5532     105.6158       22.0031       22.0031        24.375        24.375       1.1078      0.307            0            0            0
   CS162     16200         103.8      113.8      113.8         107.8     105.4537     105.5162       22.0101       22.0101       24.3853       24.3853      1.10792      0.307            0            0            0
   CS163     16300         103.7      113.7      113.7         107.7     105.3541     105.4166       22.0167       22.0167       24.3958       24.3958      1.10806      0.307            0            0            0
   CS164     16400         103.6      113.6      113.6         107.6     105.2545     105.3171       22.0238       22.0238       24.4064       24.4064      1.10818      0.307            0            0            0
   CS165     16500         103.5      113.5      113.5         107.5     105.1549     105.2175       22.0306       22.0306       24.4171       24.4171      1.10833      0.307            0            0            0
