  7.6506076e-005  7.7486064e-005  7.0681129e-005  7.0957966e-005  7.5928600e-005  7.4184892e-005  7.4620070e-005  7.8045809e-005  7.2490582e-005  7.1005057e-005  7.7935175e-005  8.0504408e-005  7.9872107e-005  9.4567836e-005  9.4244095e-005  9.3265954e-005  1.0590916e-004  1.1531189e-004  1.0761869e-004  9.7982838e-005  9.9780113e-005  9.2591910e-005  9.2706739e-005  9.0185225e-005  9.0683551e-005  8.1425916e-005  8.5945661e-005  8.8508536e-005  7.9676704e-005  7.8189305e-005  8.0384658e-005  7.6699769e-005  7.6348295e-005  7.6125699e-005  7.2410817e-005
  8.0465885e-005  7.9560036e-005  7.2662613e-005  7.3288230e-005  7.5570089e-005  7.1576302e-005  7.6223375e-005  8.1911947e-005  7.5070139e-005  7.2968652e-005  8.1087269e-005  8.2134038e-005  8.5862836e-005  1.0004417e-004  9.8206285e-005  9.6965240e-005  1.1269114e-004  1.2520567e-004  1.2337360e-004  1.0807555e-004  1.0573514e-004  1.0113275e-004  9.6156035e-005  8.9592530e-005  8.8627131e-005  7.9002703e-005  8.2264985e-005  9.1025370e-005  8.4005638e-005  7.7961321e-005  8.3375522e-005  8.0974681e-005  8.0856452e-005  7.8337169e-005  7.4822979e-005
  8.1924703e-005  8.0543133e-005  7.6057696e-005  7.2769889e-005  7.3962819e-005  6.7723784e-005  7.2792597e-005  8.0418363e-005  7.4929566e-005  7.3468302e-005  7.9541345e-005  7.8881217e-005  8.0533353e-005  9.3808142e-005  9.4956820e-005  9.7003739e-005  1.2014086e-004  1.2937650e-004  1.2350388e-004  1.1263389e-004  1.0532147e-004  1.0012004e-004  9.5696251e-005  9.0158668e-005  8.9856500e-005  8.0493716e-005  7.9906923e-005  8.9936038e-005  8.6654850e-005  8.1960151e-005  8.7721053e-005  8.2967711e-005  8.5316672e-005  8.2193851e-005  7.8698308e-005
  8.1285277e-005  7.9307033e-005  7.7462282e-005  7.4205413e-005  7.4125103e-005  6.9857011e-005  7.5931247e-005  8.1762657e-005  7.7015529e-005  7.6352481e-005  8.2391483e-005  8.2357034e-005  8.6524755e-005  9.6822141e-005  1.0161671e-004  1.0561666e-004  1.2546434e-004  1.3709555e-004  1.2667545e-004  1.2137030e-004  1.1679163e-004  1.0604270e-004  1.0216317e-004  9.7350094e-005  9.5438588e-005  8.5519432e-005  8.0884315e-005  9.2091888e-005  9.2127878e-005  8.8194199e-005  8.8638202e-005  8.8284568e-005  9.3433494e-005  8.8750366e-005  9.0061469e-005
  8.2698523e-005  8.2199435e-005  8.2161040e-005  7.9905143e-005  7.7468158e-005  7.3444336e-005  8.2019756e-005  8.8011841e-005  8.2103084e-005  8.4303312e-005  9.0903974e-005  9.0606171e-005  9.7693787e-005  1.0578486e-004  1.0893839e-004  1.1349449e-004  1.3027179e-004  1.3724825e-004  1.2716319e-004  1.2017382e-004  1.1693308e-004  1.0702409e-004  1.0428853e-004  9.7905276e-005  9.5854723e-005  8.5172324e-005  8.1057452e-005  9.4510843e-005  9.4526552e-005  9.5112410e-005  9.4152236e-005  9.4330826e-005  1.0273238e-004  9.4080182e-005  9.4659489e-005
  7.6746612e-005  8.2253274e-005  7.7220372e-005  7.2168284e-005  7.0675717e-005  6.8761851e-005  7.5502855e-005  7.5661799e-005  7.0512663e-005  7.7190748e-005  8.7201240e-005  8.9032309e-005  9.2111421e-005  1.0359692e-004  1.1023418e-004  1.1451854e-004  1.3261161e-004  1.2884037e-004  1.2150104e-004  1.2054904e-004  1.1253486e-004  1.0394999e-004  1.0425169e-004  9.6687160e-005  9.3215355e-005  8.4618740e-005  8.1138237e-005  9.0651256e-005  8.9504820e-005  9.1613184e-005  9.2753518e-005  9.2831035e-005  9.5321326e-005  8.6977980e-005  8.1525050e-005
  7.5002080e-005  7.8850594e-005  7.3115052e-005  6.7899442e-005  6.8562496e-005  6.8258881e-005  7.2045805e-005  7.0799402e-005  6.9160796e-005  7.2061687e-005  7.8921789e-005  8.5000092e-005  8.5049423e-005  9.4719636e-005  1.0466984e-004  1.0806037e-004  1.2375286e-004  1.1843227e-004  1.0941752e-004  1.1218636e-004  1.1011976e-004  9.5615390e-005  9.3856974e-005  8.9608902e-005  8.5395824e-005  7.9767809e-005  7.9124230e-005  8.7341764e-005  8.7887053e-005  8.8716693e-005  9.0884485e-005  9.0678851e-005  9.0184704e-005  8.4782457e-005  7.8759969e-005
  7.7245436e-005  7.7079788e-005  7.1526680e-005  6.5398910e-005  6.9631868e-005  6.9735358e-005  7.2844252e-005  7.0819135e-005  7.1528494e-005  7.3366946e-005  7.9637087e-005  8.2074603e-005  8.2219093e-005  1.0002122e-004  1.0675514e-004  1.0823889e-004  1.2111006e-004  1.1881495e-004  1.1321163e-004  1.0930188e-004  1.0844055e-004  9.4780393e-005  9.3136636e-005  8.9415956e-005  8.3283818e-005  7.8364726e-005  7.8727762e-005  8.8304293e-005  8.9182633e-005  8.3038573e-005  8.9721177e-005  9.0933333e-005  9.2121450e-005  8.8748805e-005  8.3228446e-005
  8.4930741e-005  8.4095203e-005  7.9046928e-005  6.9613999e-005  7.0376057e-005  6.9725901e-005  7.1404594e-005  7.1185924e-005  7.4112022e-005  7.8047200e-005  8.3292046e-005  8.2726926e-005  8.5204380e-005  1.0031263e-004  1.0685365e-004  1.0732236e-004  1.1678997e-004  1.1743911e-004  1.1117350e-004  1.0912373e-004  1.1182203e-004  1.0406462e-004  1.0124201e-004  9.4935050e-005  9.5398582e-005  8.5718704e-005  8.5337886e-005  9.4238237e-005  9.1149660e-005  8.9434140e-005  9.6061504e-005  9.8634766e-005  1.0283451e-004  9.3712122e-005  9.0034167e-005
  9.2258761e-005  9.1481899e-005  8.8113292e-005  7.8337110e-005  7.6324919e-005  7.0651142e-005  7.1600866e-005  7.5380559e-005  7.8841990e-005  8.0193735e-005  8.2251852e-005  8.3175287e-005  8.8421505e-005  9.6551223e-005  1.0055829e-004  1.0240122e-004  1.1250274e-004  1.1095171e-004  1.0512820e-004  9.8905577e-005  9.8531621e-005  1.0016295e-004  9.5038864e-005  8.9616244e-005  9.0550028e-005  7.7514245e-005  8.0363542e-005  8.9645908e-005  8.8574365e-005  9.1708371e-005  9.8205922e-005  9.8734077e-005  1.0408002e-004  9.7616105e-005  9.6344073e-005
