#time:                     54000
#                   A                   Q                Qnum
              CS000           23.283025           26.511047           26.507234
              CS001           23.280759           26.507479           26.503903
              CS002           23.278585           26.503911           26.500324
              CS003           23.276403           26.500341           26.496739
              CS004           23.274211            26.49677           26.493148
              CS005           23.272006           26.493198           26.489549
              CS006           23.269783           26.489623           26.485942
              CS007           23.267539           26.486045           26.482324
              CS008           23.265268           26.482465           26.478692
              CS009           23.263026           26.478881           26.475342
              CS010            23.26091           26.475296           26.471921
              CS011           23.258812           26.471712           26.468109
              CS012           23.256621           26.468126           26.464507
              CS013           23.254418           26.464537           26.460898
              CS014           23.252202           26.460946           26.457281
              CS015            23.24997           26.457351           26.453654
              CS016           23.247717           26.453751           26.450015
              CS017           23.245438           26.450148           26.446363
              CS018           23.243127           26.446539           26.442694
              CS019           23.240849           26.442924           26.439345
              CS020           23.238713           26.439306           26.435909
              CS021           23.236594           26.435685            26.43202
              CS022           23.234363           26.432061           26.428373
              CS023           23.232118            26.42843           26.424715
              CS024           23.229855           26.424794           26.421045
              CS025           23.227571            26.42115           26.417361
              CS026           23.225261           26.417498            26.41366
              CS027           23.222919           26.413838           26.409941
              CS028           23.220539           26.410168           26.406199
              CS029           23.218192           26.406488           26.402813
              CS030           23.216003             26.4028           26.399323
              CS031           23.213827           26.399104           26.395314
              CS032           23.211521           26.395398           26.391576
              CS033           23.209194           26.391681           26.387821
              CS034           23.206843           26.387952           26.384046
              CS035           23.204463           26.384209           26.380251
              CS036            23.20205           26.380451            26.37643
              CS037           23.199597           26.376677           26.372583
              CS038           23.197097           26.372887           26.368704
              CS039           23.194629           26.369078           26.365216
              CS040           23.192332           26.365252           26.361599
              CS041           23.190043           26.361409           26.357395
              CS042             23.1876           26.357548           26.353486
              CS043           23.185128           26.353666           26.349551
              CS044           23.182622           26.349761           26.345585
              CS045           23.180078           26.345832           26.341586
              CS046            23.17749           26.341877            26.33755
              CS047           23.174851           26.337895           26.333474
              CS048           23.172152           26.333883           26.329352
              CS049           23.169482            26.32984           26.325654
              CS050           23.166995           26.325768             26.3218
              CS051           23.164508           26.321665           26.317278
              CS052            23.16184            26.31753           26.313076
              CS053           23.159131           26.313359           26.308831
              CS054           23.156376           26.309151            26.30454
              CS055           23.153569           26.304902           26.300199
              CS056           23.150705           26.300611           26.295804
              CS057           23.147775           26.296277            26.29135
              CS058            23.14477           26.291895           26.286831
              CS059           23.141789           26.287464            26.28277
              CS060           23.139001           26.282986           26.278518
              CS061           23.136202           26.278459           26.273505
              CS062           23.133192           26.273881           26.268835
              CS063           23.130125           26.269247           26.264103
              CS064           23.126998           26.264555           26.259304
              CS065           23.123804           26.259803           26.254432
              CS066           23.120535           26.254988           26.249484
              CS067           23.117184           26.250106           26.244455
              CS068           23.113739           26.245156           26.239337
              CS069           23.110312           26.240135           26.234711
              CS070           23.107091           26.235043           26.229855
              CS071           23.103846           26.229881           26.224133
              CS072           23.100356           26.224644           26.218777
              CS073           23.096793           26.219328           26.213336
              CS074           23.093153            26.21393           26.207803
              CS075           23.089429           26.208448           26.202173
              CS076           23.085612           26.202878           26.196441
              CS077           23.081695           26.197218           26.190603
              CS078           23.077666           26.191464           26.184649
              CS079           23.073649           26.185615           26.179231
              CS080           23.069856            26.17967           26.173538
              CS081           23.066028           26.173631           26.166858
              CS082           23.061916           26.167493           26.160578
              CS083           23.057717           26.161252           26.154186
              CS084           23.053425           26.154906           26.147678
              CS085           23.049033            26.14845           26.141049
              CS086           23.044532           26.141883           26.134293
              CS087           23.039914           26.135202           26.127406
              CS088           23.035167           26.128403           26.120379
              CS089           23.030431           26.121486           26.113945
              CS090           23.025944           26.114452            26.10719
              CS091           23.021416           26.107301           26.099314
              CS092           23.016566           26.100032           26.091883
              CS093           23.011617           26.092638           26.084321
              CS094           23.006563           26.085118           26.076622
              CS095           23.001397           26.077471           26.068781
              CS096           22.996111           26.069693           26.060796
              CS097           22.990695           26.061783            26.05266
              CS098           22.985137           26.053738           26.044366
              CS099           22.979597           26.045558           26.036742
              CS100           22.974345           26.037246           26.028757
              CS101           22.969052           26.028805           26.019506
              CS102             22.9634           26.020233           26.010764
              CS103           22.957644           26.011525           26.001881
              CS104           22.951778            26.00268           25.992851
              CS105           22.945796           25.993699            25.98367
              CS106           22.939689           25.984578           25.974336
              CS107           22.933448           25.975319           25.964844
              CS108           22.927059           25.965919           25.955186
              CS109           22.920704            25.95638           25.946305
              CS110           22.914692           25.946707           25.937029
              CS111           22.908649           25.936906           25.926336
              CS112           22.902215           25.926974           25.916242
              CS113           22.895681           25.916909           25.906011
              CS114           22.889042           25.906712           25.895637
              CS115           22.882291           25.896383           25.885118
              CS116            22.87542           25.885922           25.874452
              CS117           22.868418           25.875332           25.863637
              CS118           22.861273           25.864611           25.852666
              CS119           22.854191           25.853764           25.842605
              CS120           22.847524           25.842797           25.832133
              CS121           22.840847           25.831719           25.820086
              CS122           22.833752           25.820528           25.808759
              CS123           22.826572           25.809225           25.797315
              CS124           22.819301           25.797811            25.78575
              CS125           22.811934           25.786289           25.774065
              CS126           22.804461           25.774661           25.762257
              CS127           22.796872            25.76293           25.750327
              CS128           22.789153           25.751099           25.738267
              CS129           22.781539           25.739171           25.727281
              CS130           22.774425           25.727157            25.71588
              CS131           22.767334           25.715067           25.702754
              CS132           22.759806           25.702903           25.690492
              CS133           22.752215           25.690664           25.678154
              CS134           22.744558           25.678355           25.665734
              CS135           22.736828           25.665979           25.653235
              CS136           22.729016           25.653541           25.640656
              CS137           22.721111           25.641044           25.627997
              CS138           22.713098           25.628491           25.615252
              CS139            22.70524            25.61589           25.603764
              CS140            22.69798           25.603251           25.591874
              CS141           22.690783           25.590586            25.57811
              CS142           22.683135           25.577895           25.565376
              CS143           22.675457           25.565179           25.552615
              CS144           22.667748           25.552441           25.539824
              CS145           22.660002           25.539686           25.527003
              CS146           22.652208           25.526926           25.514158
              CS147            22.64435            25.51418           25.501299
              CS148           22.636485           25.501481           25.488788
              CS149           22.628945           25.488884           25.477361
              CS150           22.621933           25.476377           25.465232
              CS151           22.614873           25.463868           25.451825
              CS152           22.607466           25.451346           25.439294
              CS153            22.60005           25.438853           25.426785
              CS154           22.592616           25.426408           25.414305
              CS155           22.585229           25.414048            25.40223
              CS156           22.578088            25.40184           25.390602
              CS157           22.571246           25.389833            25.37894
              CS158           22.564584           25.377999           25.367389
              CS159           22.557985           25.366292           25.355497
              CS160           22.551216           25.354663           25.343478
              CS161           22.544308           25.343067           25.331953
              CS162           22.537499           25.331548           25.320689
              CS163           22.530921           25.320199           25.309895
              CS164           22.524643           25.309081           25.299169
              CS165           22.518567           25.298169           25.288542
              CS166           22.512668           25.287429           25.278106
              CS167           22.506956           25.276859           25.267862
              CS168           22.501448           25.266461           25.257825
              CS169            22.49587           25.256243           25.246601
              CS170           22.489779           25.246216           25.236038
              CS171           22.483775           25.236389           25.227655
              CS172           22.478397           25.226765           25.218284
              CS173           22.473175           25.217341            25.20912
              CS174            22.46811           25.208122           25.200167
              CS175           22.463208            25.19911           25.191428
              CS176           22.458474           25.190306           25.182908
              CS177           22.453914           25.181712           25.174608
              CS178           22.449537           25.173331            25.16654
              CS179           22.445081           25.165164           25.157402
              CS180           22.440122           25.157218           25.148904
              CS181           22.435211           25.149498           25.142461
              CS182           22.430839           25.142002           25.135113
              CS183           22.426553            25.13473           25.127969
              CS184           22.422341            25.12768           25.121025
              CS185           22.418189           25.120852           25.114276
              CS186           22.414079           25.114245           25.107717
              CS187           22.409991           25.107856           25.101339
              CS188           22.405904           25.101684           25.095139
              CS189           22.401535           25.095724           25.087885
              CS190           22.396446           25.089977           25.081159
              CS191           22.391104           25.084438           25.076262
              CS192           22.385911           25.079098             25.0704
              CS193           22.380372           25.073947            25.06458
              CS194           22.374393           25.068974           25.058766
              CS195           22.367865           25.064163           25.052912
              CS196           22.360655           25.059499           25.046963
              CS197           22.352609           25.054961           25.040853
              CS198             22.3436           25.050523           25.034783
              CS199           22.322399            25.04616            24.97564
              CS200           22.393435           25.041799           25.175701
#end
