0	22.0032980	25.0000000	25.0356250
300	22.2001510	25.0000000	25.1529670
600	22.8274920	25.0000000	24.8228100
900	23.8977590	25.0000000	24.8564530
1200	25.4181330	25.0000000	25.2232690
1500	27.3933320	25.0000000	24.8996780
1800	29.8268500	25.0000000	25.2058350
2100	32.7211990	25.0000000	24.9408570
2400	36.0777730	25.0000000	24.8582840
2700	39.8964270	25.0000000	25.1246660
3000	44.1746370	25.0000000	24.8642820
3300	48.9066460	25.0000000	24.7958260
3600	54.0823260	25.0000000	24.9619770
3900	59.6859380	25.0000000	25.0571110
4200	65.6949710	25.0000000	24.8275700
4500	72.0787620	25.0000000	25.0232470
4800	78.7972970	24.9999980	25.1323340
5100	85.7999320	24.9999900	25.1562470
5400	93.0241970	24.9999530	24.7650450
5700	100.3949800	24.9998280	25.0939360
6000	107.8244500	24.9994810	24.9153620
6300	115.2125200	24.9986620	24.8447510
6600	122.4488900	24.9969750	25.1002210
6900	129.4165100	24.9939320	25.1507810
7200	135.9972600	24.9890880	25.0420010
7500	142.0778800	24.9823000	24.9437080
7800	147.5570000	24.9742940	25.2317400
8100	152.3505500	24.9679030	24.8488530
8400	156.3975600	24.9693030	24.8530700
8700	159.6625400	24.9876320	24.8538910
9000	162.1344900	25.0368810	25.1577510
9300	163.8213700	25.1382910	25.2576940
9600	164.7456100	25.3267630	25.2852030
9900	164.9419000	25.6491270	25.5561180
10200	164.4591800	26.1688540	26.1080250
10500	163.3645800	26.9710760	26.9733660
10800	161.7460300	28.1802530	28.2045480
11100	159.7070200	29.9874510	29.9449620
11400	157.3585000	32.5553230	32.8631140
11700	154.8067400	36.0712840	36.0499270
12000	152.1298800	40.6578700	40.5813220
12300	149.3518900	46.3449770	46.0992260
12600	146.4315300	53.0216680	52.7156510
12900	143.2864400	60.4803540	61.0586770
13200	139.8549700	68.4558380	68.0877990
13500	136.1622800	76.6760160	76.8710160
13800	132.3321000	84.8779760	84.6714160
14100	128.5175800	92.8695740	93.2943840
14400	124.8185200	100.4643500	100.0979900
14700	121.2664800	107.5481900	107.4772500
15000	117.8634700	114.0455400	113.6563300
15300	114.6163200	119.8926700	120.0927500
15600	111.5449600	125.0896500	126.0340200
15900	108.6530000	129.6188400	130.4489200
16200	105.9101900	133.4967000	132.5559400
16500	103.2562800	136.7519700	135.6067900
16800	100.5951600	139.4099800	139.6188400
17100	97.8124720	141.5191000	141.7653900
17400	94.8059040	143.1088900	143.3631500
17700	91.5209230	144.2137500	145.2421200
18000	87.9864930	144.8776000	143.6259800
18300	84.3272150	145.1410000	145.3149100
18600	80.7429110	145.0462200	145.5767400
18900	77.4546270	144.6271200	143.8868800
19200	74.6374730	143.9069800	144.2632000
19500	72.3580400	142.9125200	143.0434900
19800	70.5590810	141.6727600	141.2408600
20100	69.0947370	140.2162900	140.8446100
20400	67.7829380	138.5778200	138.0649800
20700	66.4443810	136.8147000	137.9717500
21000	64.9280840	134.9083000	133.6400300
21300	63.1339480	132.8770100	133.9474100
21600	61.0301170	130.7862200	130.4773300
21900	58.6573000	128.6154500	128.0012000
22200	56.1192450	126.3592500	125.3056400
22500	53.5661850	124.0853100	124.1813900
22800	51.1688260	121.7525500	122.5959400
23100	49.0809700	119.3709200	119.5784100
23400	47.4004890	116.9880800	117.9403700
23700	46.1452330	114.5542300	113.4047100
24000	45.2568610	112.1314700	112.2948600
24300	44.6263070	109.6950300	110.6187800
24600	44.1245860	107.2515700	107.0882600
24900	43.6295660	104.8400600	104.2208400
25200	43.0453550	102.4178800	102.5303200
25500	42.3123720	100.0648500	99.7242240
25800	41.4087850	97.7159750	97.9995910
26100	40.3453660	95.4235860	96.3515940
26400	39.1561680	93.1690910	92.2917540
26700	37.8885350	90.9494600	90.2468700
27000	36.5955230	88.7938890	88.2978570
27300	35.3308720	86.6540680	87.0384560
27600	34.1448760	84.5944000	84.8092030
27900	33.0801040	82.5536790	83.0162690
28200	32.1668400	80.5568190	80.3097710
28500	31.4199490	78.6065150	79.0127970
28800	30.8380380	76.6697300	77.0019150
29100	30.4042720	74.8079730	74.5425400
29400	30.0892290	72.9612470	72.7981330
29700	29.8541810	71.1601800	71.8500240
30000	29.6549810	69.4080020	69.0718550
30300	29.4469980	67.6761610	67.3125810
30600	29.1909940	66.0246350	65.9030840
30900	28.8583890	64.4023180	64.0767980
31200	28.4353940	62.8234630	62.8396440
31500	27.9252160	61.3149410	62.0087960
31800	27.3480180	59.8390920	59.5234660
32100	26.7381100	58.4182830	58.4079310
32400	26.1390290	57.0573420	56.8800350
32700	25.5960950	55.7284200	55.6884430
33000	25.1484310	54.4507740	54.5939670
33300	24.8229200	53.2265370	52.8993760
33600	24.6303310	52.0287230	52.5480780
33900	24.5640650	50.8653250	51.0814420
34200	24.6016560	49.7581490	49.3893700
34500	24.7099510	48.6694810	48.3432450
34800	24.8519260	47.6007070	47.8756550
35100	24.9930890	46.5825960	46.9871360
35400	25.1068290	45.5869420	45.3194030
35700	25.1775400	44.6083090	44.4488340
36000	25.2019730	43.6528190	43.7581870
36300	25.1882460	42.7468180	42.8965540
36600	25.1526150	41.8552180	41.8807390
36900	25.1144260	40.9832140	40.7763760
37200	25.0907990	40.1404610	40.3735720
37500	25.0924520	39.3434310	39.3946430
37800	25.1219110	38.5639080	38.3381140
38100	25.1733690	37.8064390	37.6724570
38400	25.2343260	37.0734590	37.0726340
38700	25.2884110	36.3896840	36.5634660
39000	25.3188330	35.7254260	35.4643840
39300	25.3119230	35.0803500	35.1081610
39600	25.2602130	34.4565070	34.5060910
39900	25.1644740	33.8560310	33.8637630
40200	25.0343210	33.2961290	33.3529160
40500	24.8871330	32.7499760	32.5609190
40800	24.7447310	32.2183460	32.4048520
41100	24.6280390	31.7028690	31.7042870
41400	24.5519690	31.2052000	31.3679570
41700	24.5236820	30.7312530	30.9912060
42000	24.5423750	30.2870440	30.4619380
42300	24.6007070	29.8550070	29.5990180
42600	24.6874920	29.4381470	29.1877560
42900	24.7909520	29.0389040	28.8953320
43200	24.9011990	28.6595170	28.4898380
43500	25.0110140	28.3019750	28.6044140
43800	25.1166460	27.9695270	27.7945420
44100	25.2175980	27.6695540	27.7318730
44400	25.3155760	27.3880450	27.2104650
44700	25.4128660	27.1256550	27.2359960
45000	25.5109120	26.8832770	27.1543190
45300	25.6094640	26.6614060	26.5859600
45600	25.7064640	26.4601580	26.5292660
45900	25.7986180	26.2792790	26.1613480
46200	25.8823750	26.1182390	26.3166660
46500	25.9549380	25.9761100	25.8423100
46800	26.0149690	25.8516670	25.9705100
47100	26.0627910	25.7435850	25.7664510
47400	26.1000970	25.6502810	25.4664240
47700	26.1293500	25.5699970	25.3205110
48000	26.1531310	25.5011070	25.4137160
48300	26.1736330	25.4417620	25.5109050
48600	26.1924240	25.3903680	25.5103440
48900	26.2104550	25.3450660	25.4382910
49200	26.2282040	25.3044070	25.4215410
49500	26.2458680	25.2671080	25.4525350
49800	26.2635060	25.2322440	25.2962490
50100	26.2811330	25.1992600	24.9522880
50400	26.2987490	25.1682990	25.1635500
50700	26.3163560	25.1383770	25.0617840
51000	26.3339530	25.1099200	24.8630550
51300	26.3515410	25.0834560	25.2464930
51600	26.3691180	25.0596360	24.9378760
51900	26.3866860	25.0391480	25.2622950
52200	26.4042440	25.0227560	25.1959430
52500	26.4217930	25.0112480	24.9576290
