0	25.0000
300	25.0000
600	25.0000
900	25.0000
1200	25.0000
1500	25.0000
1800	25.0000
2100	25.0000
2400	25.0000
2700	25.0000
3000	25.0000
3300	25.0000
3600	25.0000
3900	25.0000
4200	25.0000
4500	25.0000
4800	25.0000
5100	25.0000
5400	25.0000
5700	25.0000
6000	25.0000
6300	25.0000
6600	25.0000
6900	25.0001
7200	25.0003
7500	25.0010
7800	25.0033
8100	25.0090
8400	25.0221
8700	25.0492
9000	25.1024
9300	25.2008
9600	25.3797
9900	25.6830
10200	26.1786
10500	26.9581
10800	28.1534
11100	29.9648
11400	32.5580
11700	36.1170
12000	40.7514
12300	46.4751
12600	53.1648
12900	60.6119
13200	68.5525
13500	76.7246
13800	84.8712
14100	92.8046
14400	100.3426
14700	107.3771
15000	113.8280
15300	119.6387
15600	124.8043
15900	129.3071
16200	133.1663
16500	136.4091
16800	139.0552
17100	141.1655
17400	142.7584
17700	143.8737
18000	144.5544
18300	144.8424
18600	144.7798
18900	144.3997
19200	143.7240
19500	142.7767
19800	141.5837
20100	140.1699
20400	138.5678
20700	136.8289
21000	134.9349
21300	132.9028
21600	130.7987
21900	128.6050
22200	126.3187
22500	124.0137
22800	121.6506
23100	119.2471
23400	116.8471
23700	114.4072
24000	111.9931
24300	109.5701
24600	107.1502
24900	104.7641
25200	102.3687
25500	100.0389
25800	97.7077
26100	95.4263
26400	93.1747
26700	90.9506
27000	88.7847
27300	86.6307
27600	84.5567
27900	82.5026
28200	80.4983
28500	78.5447
28800	76.6134
29100	74.7636
29400	72.9358
29700	71.1601
30000	69.4364
30300	67.7356
30600	66.1117
30900	64.5163
31200	62.9542
31500	61.4619
31800	59.9937
32100	58.5677
32400	57.1983
32700	55.8539
33000	54.5517
33300	53.3025
33600	52.0775
33900	50.8852
34200	49.7528
34500	48.6417
34800	47.5542
35100	46.5251
35400	45.5221
35700	44.5419
36000	43.5922
36300	42.6938
36600	41.8132
36900	40.9546
37200	40.1271
37500	39.3435
37800	38.5764
38100	37.8293
38400	37.1036
38700	36.4238
39000	35.7614
39300	35.1155
39600	34.4885
39900	33.8829
40200	33.3174
40500	32.7663
40800	32.2303
41100	31.7115
41400	31.2120
41700	30.7378
42000	30.2954
42300	29.8669
42600	29.4548
42900	29.0613
43200	28.6881
43500	28.3365
43800	28.0091
44100	27.7130
44400	27.4353
44700	27.1751
45000	26.9330
45300	26.7094
45600	26.5044
45900	26.3179
46200	26.1492
46500	25.9979
46800	25.8631
47100	25.7436
47400	25.6385
47700	25.5466
48000	25.4668
48300	25.3981
48600	25.3391
48900	25.2885
49200	25.2452
49500	25.2080
49800	25.1767
50100	25.1496
50400	25.1263
50700	25.1064
51000	25.0893
51300	25.0749
51600	25.0626
51900	25.0522
52200	25.0435
52500	25.0361
52800	25.0300
53100	25.0249
53400	25.0206
53700	25.0170
54000	25.0141
