Start State:
cross section    distance           zbed     leftdam    rightdam  bottomlevel              z          eline              A              Q              C        delta x         
        93        26.0964        30.5341                 0                  0                    0
        94        26.0889        30.5233                 0                  0                    0
        95        26.0813        30.5122                 0                  0                    0
        96        26.0736         30.501                 0                  0                    0
        97        26.0658        30.4897                 0                  0                    0
        98        26.0578        30.4782                 0                  0                    0
        99        26.0497        30.4654                 0                  0                    0
       100        26.0414        30.4543                 0                  0                    0
       101        26.0331        30.4436                 0                  0                    0
       102        26.0246        30.4293                 0                  0                    0
       103        26.0159        30.4166                 0                  0                    0
       104        26.0071        30.4037                 0                  0                    0
       105        25.9982        30.3906                 0                  0                    0
       106        25.9892        30.3774                 0                  0                    0
       107          25.98         30.364                 0                  0                    0
       108        25.9707        30.3504                 0                  0                    0
       109        25.9612        30.3354                 0                  0                    0
       110        25.9516        30.3223                 0                  0                    0
       111        25.9418        30.3097                 0                  0                    0
       112         25.932         30.293                 0                  0                    0
       113         25.922        30.2782                 0                  0                    0
       114        25.9118        30.2631                 0                  0                    0
       115        25.9016        30.2479                 0                  0                    0
       116        25.8912        30.2325                 0                  0                    0
       117        25.8807         30.217                 0                  0                    0
       118          25.87        30.2013                 0                  0                    0
       119        25.8592         30.184                 0                  0                    0
       120        25.8483         30.169                 0                  0                    0
       121        25.8373        30.1545                 0                  0                    0
       122        25.8262        30.1355                 0                  0                    0
       123        25.8149        30.1185                 0                  0                    0
       124        25.8035        30.1014                 0                  0                    0
       125        25.7921        30.0842                 0                  0                    0
       126        25.7805        30.0669                 0                  0                    0
       127        25.7688        30.0494                 0                  0                    0
       128         25.757        30.0318                 0                  0                    0
       129        25.7452        30.0126                 0                  0                    0
       130        25.7332        29.9958                 0                  0                    0
       131        25.7211        29.9798                 0                  0                    0
       132         25.709        29.9588                 0                  0                    0
       133        25.6968        29.9401                 0                  0                    0
       134        25.6845        29.9214                 0                  0                    0
       135        25.6722        29.9026                 0                  0                    0
       136        25.6598        29.8838                 0                  0                    0
       137        25.6473        29.8649                 0                  0                    0
       138        25.6348         29.846                 0                  0                    0
       139        25.6222        29.8252                 0                  0                    0
       140        25.6096        29.8074                 0                  0                    0
       141        25.5969        29.7905                 0                  0                    0
       142        25.5842         29.768                 0                  0                    0
       143        25.5715        29.7483                 0                  0                    0
       144        25.5588        29.7287                 0                  0                    0
       145        25.5461         29.709                 0                  0                    0
       146        25.5333        29.6893                 0                  0                    0
       147        25.5205        29.6697                 0                  0                    0
       148        25.5078        29.6496                 0                  0                    0
       149        25.4951         29.629                 0                  0                    0
       150        25.4826        29.6114                 0                  0                    0
       151        25.4701        29.5933                 0                  0                    0
       152        25.4576        29.5715                 0                  0                    0
       153        25.4451        29.5519                 0                  0                    0
       154        25.4326        29.5324                 0                  0                    0
       155        25.4202        29.5125                 0                  0                    0
       156        25.4079        29.4931                 0                  0                    0
       157        25.3958        29.4746                 0                  0                    0
       158        25.3839        29.4558                 0                  0                    0
       159        25.3721        29.4377                 0                  0                    0
       160        25.3605         29.419                 0                  0                    0
       161        25.3489        29.3998                 0                  0                    0
       162        25.3373        29.3815                 0                  0                    0
       163        25.3258        29.3632                 0                  0                    0
       164        25.3146        29.3459                 0                  0                    0
       165        25.3036        29.3285                 0                  0                    0
       166        25.2928        29.3111                 0                  0                    0
       167        25.2821        29.2938                 0                  0                    0
       168        25.2716        29.2767                 0                  0                    0
       169        25.2613        29.2617                 0                  0                    0
       170        25.2512        29.2437                 0                  0                    0
       171        25.2413         29.225                 0                  0                    0
       172        25.2315        29.2126                 0                  0                    0
       173         25.222        29.1973                 0                  0                    0
       174        25.2127        29.1822                 0                  0                    0
       175        25.2036        29.1674                 0                  0                    0
       176        25.1947        29.1528                 0                  0                    0
       177         25.186        29.1386                 0                  0                    0
       178        25.1775        29.1246                 0                  0                    0
       179        25.1692        29.1127                 0                  0                    0
       180        25.1611         29.098                 0                  0                    0
       181        25.1533        29.0829                 0                  0                    0
       182        25.1457        29.0738                 0                  0                    0
       183        25.1383         29.062                 0                  0                    0
       184        25.1311        29.0506                 0                  0                    0
       185        25.1242        29.0397                 0                  0                    0
       186        25.1175        29.0292                 0                  0                    0
       187         25.111        29.0191                 0                  0                    0
       188        25.1047        29.0094                 0                  0                    0
       189        25.0987        29.0019                 0                  0                    0
       190        25.0928        28.9922                 0                  0                    0
       191        25.0872        28.9823                 0                  0                    0
       192        25.0817        28.9783                 0                  0                    0
       193        25.0765        28.9722                 0                  0                    0
       194        25.0714         28.967                 0                  0                    0
       195        25.0665        28.9626                 0                  0                    0
       196        25.0618        28.9592                 0                  0                    0
       197        25.0572        28.9569                 0                  0                    0
       198        25.0527        28.9554                 0                  0                    0
       199        25.0483        29.0271                 0                  0                    0
       200         25.044         28.605                 0                  0                    0
       201        25.0418        28.0039                 0                  0                    0

 section distance          zbed    leftdam   rightdam    bottomlev.            z        eline             A            Ared            Q          QNum             u         Fr          tau    transpCap            C
   CS000         0           120        130        130           124     121.7295     121.7956        23.283        23.283        26.511       26.5072      1.13864       0.31            0            0            0
   CS001       100         119.9      129.9      129.9         123.9     121.6294     121.6955       23.2808       23.2808       26.5075       26.5039       1.1386       0.31            0            0            0
   CS002       200         119.8      129.8      129.8         123.8     121.5293     121.5954       23.2786       23.2786       26.5039       26.5003      1.13855       0.31            0            0            0
   CS003       300         119.7      129.7      129.7         123.7     121.4292     121.4952       23.2764       23.2764       26.5003       26.4967      1.13851       0.31            0            0            0
   CS004       400         119.6      129.6      129.6         123.6      121.329     121.3951       23.2742       23.2742       26.4968       26.4931      1.13846       0.31            0            0            0
   CS005       500         119.5      129.5      129.5         123.5     121.2289      121.295        23.272        23.272       26.4932       26.4895      1.13841       0.31            0            0            0
   CS006       600         119.4      129.4      129.4         123.4     121.1288     121.1948       23.2698       23.2698       26.4896       26.4859      1.13837       0.31            0            0            0
   CS007       700         119.3      129.3      129.3         123.3     121.0286     121.0947       23.2675       23.2675        26.486       26.4823      1.13833       0.31            0            0            0
   CS008       800         119.2      129.2      129.2         123.2     120.9285     120.9946       23.2653       23.2653       26.4825       26.4787      1.13828       0.31            0            0            0
   CS009       900         119.1      129.1      129.1         123.1     120.8284     120.8944        23.263        23.263       26.4789       26.4753      1.13824       0.31            0            0            0
   CS010      1000           119        129        129           123     120.7282     120.7943       23.2609       23.2609       26.4753       26.4719      1.13819       0.31            0            0            0
   CS011      1100         118.9      128.9      128.9         122.9     120.6281     120.6941       23.2588       23.2588       26.4717       26.4681      1.13814       0.31            0            0            0
   CS012      1200         118.8      128.8      128.8         122.8      120.528      120.594       23.2566       23.2566       26.4681       26.4645      1.13809       0.31            0            0            0
   CS013      1300         118.7      128.7      128.7         122.7     120.4279     120.4939       23.2544       23.2544       26.4645       26.4609      1.13804       0.31            0            0            0
   CS014      1400         118.6      128.6      128.6         122.6     120.3277     120.3937       23.2522       23.2522       26.4609       26.4573        1.138       0.31            0            0            0
   CS015      1500         118.5      128.5      128.5         122.5     120.2276     120.2936         23.25         23.25       26.4574       26.4537      1.13795       0.31            0            0            0
   CS016      1600         118.4      128.4      128.4         122.4     120.1275     120.1935       23.2477       23.2477       26.4538         26.45      1.13791       0.31            0            0            0
   CS017      1700         118.3      128.3      128.3         122.3     120.0273     120.0933       23.2454       23.2454       26.4501       26.4464      1.13786       0.31            0            0            0
   CS018      1800         118.2      128.2      128.2         122.2     119.9272     119.9932       23.2431       23.2431       26.4465       26.4427      1.13782       0.31            0            0            0
   CS019      1900         118.1      128.1      128.1         122.1     119.8271     119.8931       23.2408       23.2408       26.4429       26.4393      1.13778       0.31            0            0            0
   CS020      2000           118        128        128           122     119.7269     119.7929       23.2387       23.2387       26.4393       26.4359      1.13773       0.31            0            0            0
   CS021      2100         117.9      127.9      127.9         121.9     119.6268     119.6928       23.2366       23.2366       26.4357        26.432      1.13767       0.31            0            0            0
   CS022      2200         117.8      127.8      127.8         121.8     119.5267     119.5926       23.2344       23.2344       26.4321       26.4284      1.13763       0.31            0            0            0
   CS023      2300         117.7      127.7      127.7         121.7     119.4265     119.4925       23.2321       23.2321       26.4284       26.4247      1.13758       0.31            0            0            0
   CS024      2400         117.6      127.6      127.6         121.6     119.3264     119.3924       23.2299       23.2299       26.4248        26.421      1.13754       0.31            0            0            0
   CS025      2500         117.5      127.5      127.5         121.5     119.2263     119.2922       23.2276       23.2276       26.4211       26.4174      1.13749       0.31            0            0            0
   CS026      2600         117.4      127.4      127.4         121.4     119.1261     119.1921       23.2253       23.2253       26.4175       26.4137      1.13745       0.31            0            0            0
   CS027      2700         117.3      127.3      127.3         121.3      119.026      119.092       23.2229       23.2229       26.4138       26.4099       1.1374       0.31            0            0            0
   CS028      2800         117.2      127.2      127.2         121.2     118.9259     118.9918       23.2205       23.2205       26.4102       26.4062      1.13736       0.31            0            0            0
   CS029      2900         117.1      127.1      127.1         121.1     118.8257     118.8917       23.2182       23.2182       26.4065       26.4028      1.13732       0.31            0            0            0
   CS030      3000           117        127        127           121     118.7256     118.7915        23.216        23.216       26.4028       26.3993      1.13727       0.31            0            0            0
   CS031      3100         116.9      126.9      126.9         120.9     118.6255     118.6914       23.2138       23.2138       26.3991       26.3953      1.13721       0.31            0            0            0
   CS032      3200         116.8      126.8      126.8         120.8     118.5253     118.5912       23.2115       23.2115       26.3954       26.3916      1.13717       0.31            0            0            0
   CS033      3300         116.7      126.7      126.7         120.7     118.4252     118.4911       23.2092       23.2092       26.3917       26.3878      1.13712       0.31            0            0            0
   CS034      3400         116.6      126.6      126.6         120.6     118.3251      118.391       23.2068       23.2068        26.388        26.384      1.13708       0.31            0            0            0
   CS035      3500         116.5      126.5      126.5         120.5     118.2249     118.2908       23.2045       23.2045       26.3842       26.3803      1.13703       0.31            0            0            0
   CS036      3600         116.4      126.4      126.4         120.4     118.1248     118.1907       23.2021       23.2021       26.3805       26.3764      1.13699       0.31            0            0            0
   CS037      3700         116.3      126.3      126.3         120.3     118.0246     118.0905       23.1996       23.1996       26.3767       26.3726      1.13695       0.31            0            0            0
   CS038      3800         116.2      126.2      126.2         120.2     117.9245     117.9904       23.1971       23.1971       26.3729       26.3687       1.1369       0.31            0            0            0
   CS039      3900         116.1      126.1      126.1         120.1     117.8244     117.8902       23.1946       23.1946       26.3691       26.3652      1.13686       0.31            0            0            0
   CS040      4000           116        126        126           120     117.7242     117.7901       23.1923       23.1923       26.3653       26.3616      1.13681       0.31            0            0            0
   CS041      4100         115.9      125.9      125.9         119.9     117.6241     117.6899         23.19         23.19       26.3614       26.3574      1.13676       0.31            0            0            0
   CS042      4200         115.8      125.8      125.8         119.8     117.5239     117.5898       23.1876       23.1876       26.3575       26.3535      1.13671       0.31            0            0            0
   CS043      4300         115.7      125.7      125.7         119.7     117.4238     117.4896       23.1851       23.1851       26.3537       26.3496      1.13666       0.31            0            0            0
   CS044      4400         115.6      125.6      125.6         119.6     117.3236     117.3895       23.1826       23.1826       26.3498       26.3456      1.13662       0.31            0            0            0
   CS045      4500         115.5      125.5      125.5         119.5     117.2235     117.2893       23.1801       23.1801       26.3458       26.3416      1.13657       0.31            0            0            0
   CS046      4600         115.4      125.4      125.4         119.4     117.1233     117.1892       23.1775       23.1775       26.3419       26.3375      1.13653       0.31            0            0            0
   CS047      4700         115.3      125.3      125.3         119.3     117.0232      117.089       23.1749       23.1749       26.3379       26.3335      1.13649       0.31            0            0            0
   CS048      4800         115.2      125.2      125.2         119.2      116.923     116.9889       23.1722       23.1722       26.3339       26.3294      1.13645       0.31            0            0            0
   CS049      4900         115.1      125.1      125.1         119.1     116.8229     116.8887       23.1695       23.1695       26.3298       26.3257       1.1364       0.31            0            0            0
   CS050      5000           115        125        125           119     116.7227     116.7885        23.167        23.167       26.3258       26.3218      1.13635       0.31            0            0            0
   CS051      5100         114.9      124.9      124.9         118.9     116.6225     116.6884       23.1645       23.1645       26.3217       26.3173      1.13629       0.31            0            0            0
   CS052      5200         114.8      124.8      124.8         118.8     116.5224     116.5882       23.1618       23.1618       26.3175       26.3131      1.13625       0.31            0            0            0
   CS053      5300         114.7      124.7      124.7         118.7     116.4222      116.488       23.1591       23.1591       26.3134       26.3088       1.1362       0.31            0            0            0
   CS054      5400         114.6      124.6      124.6         118.6     116.3221     116.3879       23.1564       23.1564       26.3092       26.3045      1.13615       0.31            0            0            0
   CS055      5500         114.5      124.5      124.5         118.5     116.2219     116.2877       23.1536       23.1536       26.3049       26.3002      1.13611       0.31            0            0            0
   CS056      5600         114.4      124.4      124.4         118.4     116.1218     116.1875       23.1507       23.1507       26.3006       26.2958      1.13606       0.31            0            0            0
   CS057      5700         114.3      124.3      124.3         118.3     116.0216     116.0874       23.1478       23.1478       26.2963       26.2913      1.13602       0.31            0            0            0
   CS058      5800         114.2      124.2      124.2         118.2     115.9214     115.9872       23.1448       23.1448       26.2919       26.2868      1.13598       0.31            0            0            0
   CS059      5900         114.1      124.1      124.1         118.1     115.8212      115.887       23.1418       23.1418       26.2875       26.2828      1.13593       0.31            0            0            0
   CS060      6000           114        124        124           118      115.721     115.7868        23.139        23.139        26.283       26.2785      1.13587       0.31            0            0            0
   CS061      6100         113.9      123.9      123.9         117.9     115.6209     115.6866       23.1362       23.1362       26.2785       26.2735      1.13582       0.31            0            0            0
   CS062      6200         113.8      123.8      123.8         117.8     115.5207     115.5865       23.1332       23.1332       26.2739       26.2688      1.13577       0.31            0            0            0
   CS063      6300         113.7      123.7      123.7         117.7     115.4205     115.4863       23.1301       23.1301       26.2692       26.2641      1.13572       0.31            0            0            0
   CS064      6400         113.6      123.6      123.6         117.6     115.3203     115.3861        23.127        23.127       26.2646       26.2593      1.13567       0.31            0            0            0
   CS065      6500         113.5      123.5      123.5         117.5     115.2202     115.2859       23.1238       23.1238       26.2598       26.2544      1.13562       0.31            0            0            0
   CS066      6600         113.4      123.4      123.4         117.4       115.12     115.1857       23.1205       23.1205        26.255       26.2495      1.13557       0.31            0            0            0
   CS067      6700         113.3      123.3      123.3         117.3     115.0198     115.0855       23.1172       23.1172       26.2501       26.2445      1.13552       0.31            0            0            0
   CS068      6800         113.2      123.2      123.2         117.2     114.9196     114.9853       23.1137       23.1137       26.2452       26.2393      1.13548       0.31            0            0            0
   CS069      6900         113.1      123.1      123.1         117.1     114.8194     114.8851       23.1103       23.1103       26.2401       26.2347      1.13543       0.31            0            0            0
   CS070      7000           113        123        123           117     114.7192     114.7849       23.1071       23.1071        26.235       26.2299      1.13537       0.31            0            0            0
   CS071      7100         112.9      122.9      122.9         116.9      114.619     114.6847       23.1038       23.1038       26.2299       26.2241       1.1353       0.31            0            0            0
   CS072      7200         112.8      122.8      122.8         116.8     114.5188     114.5845       23.1004       23.1004       26.2246       26.2188      1.13525       0.31            0            0            0
   CS073      7300         112.7      122.7      122.7         116.7     114.4186     114.4842       23.0968       23.0968       26.2193       26.2133      1.13519       0.31            0            0            0
   CS074      7400         112.6      122.6      122.6         116.6     114.3183      114.384       23.0932       23.0932       26.2139       26.2078      1.13514       0.31            0            0            0
   CS075      7500         112.5      122.5      122.5         116.5     114.2181     114.2838       23.0894       23.0894       26.2084       26.2022      1.13508       0.31            0            0            0
   CS076      7600         112.4      122.4      122.4         116.4     114.1179     114.1836       23.0856       23.0856       26.2029       26.1964      1.13503       0.31            0            0            0
   CS077      7700         112.3      122.3      122.3         116.3     114.0177     114.0833       23.0817       23.0817       26.1972       26.1906      1.13498       0.31            0            0            0
   CS078      7800         112.2      122.2      122.2         116.2     113.9175     113.9831       23.0777       23.0777       26.1915       26.1846      1.13493       0.31            0            0            0
   CS079      7900         112.1      122.1      122.1         116.1     113.8172     113.8829       23.0736       23.0736       26.1856       26.1792      1.13487       0.31            0            0            0
   CS080      8000           112        122        122           116      113.717     113.7826       23.0699       23.0699       26.1797       26.1735       1.1348       0.31            0            0            0
   CS081      8100         111.9      121.9      121.9         115.9     113.6167     113.6824        23.066        23.066       26.1736       26.1669      1.13473       0.31            0            0            0
   CS082      8200         111.8      121.8      121.8         115.8     113.5165     113.5821       23.0619       23.0619       26.1675       26.1606      1.13466       0.31            0            0            0
   CS083      8300         111.7      121.7      121.7         115.7     113.4163     113.4819       23.0577       23.0577       26.1613       26.1542       1.1346       0.31            0            0            0
   CS084      8400         111.6      121.6      121.6         115.6      113.316     113.3816       23.0534       23.0534       26.1549       26.1477      1.13453       0.31            0            0            0
   CS085      8500         111.5      121.5      121.5         115.5     113.2157     113.2813        23.049        23.049       26.1485        26.141      1.13447       0.31            0            0            0
   CS086      8600         111.4      121.4      121.4         115.4     113.1155     113.1811       23.0445       23.0445       26.1419       26.1343      1.13441       0.31            0            0            0
   CS087      8700         111.3      121.3      121.3         115.3     113.0152     113.0808       23.0399       23.0399       26.1352       26.1274      1.13434       0.31            0            0            0
   CS088      8800         111.2      121.2      121.2         115.2     112.9149     112.9805       23.0352       23.0352       26.1284       26.1204      1.13428       0.31            0            0            0
   CS089      8900         111.1      121.1      121.1         115.1     112.8147     112.8802       23.0304       23.0304       26.1215       26.1139      1.13422       0.31            0            0            0
   CS090      9000           111        121        121           115     112.7144     112.7799       23.0259       23.0259       26.1145       26.1072      1.13413       0.31            0            0            0
   CS091      9100         110.9      120.9      120.9         114.9     112.6141     112.6796       23.0214       23.0214       26.1073       26.0993      1.13404       0.31            0            0            0
   CS092      9200         110.8      120.8      120.8         114.8     112.5138     112.5794       23.0166       23.0166          26.1       26.0919      1.13397       0.31            0            0            0
   CS093      9300         110.7      120.7      120.7         114.7     112.4135     112.4791       23.0116       23.0116       26.0926       26.0843      1.13389       0.31            0            0            0
   CS094      9400         110.6      120.6      120.6         114.6     112.3132     112.3788       23.0066       23.0066       26.0851       26.0766      1.13381       0.31            0            0            0
   CS095      9500         110.5      120.5      120.5         114.5     112.2129     112.2785       23.0014       23.0014       26.0775       26.0688      1.13373       0.31            0            0            0
   CS096      9600         110.4      120.4      120.4         114.4     112.1126     112.1781       22.9961       22.9961       26.0697       26.0608      1.13366       0.31            0            0            0
   CS097      9700         110.3      120.3      120.3         114.3     112.0123     112.0778       22.9907       22.9907       26.0618       26.0527      1.13358       0.31            0            0            0
   CS098      9800         110.2      120.2      120.2         114.2      111.912     111.9775       22.9851       22.9851       26.0537       26.0444       1.1335       0.31            0            0            0
   CS099      9900         110.1      120.1      120.1         114.1     111.8117     111.8772       22.9796       22.9796       26.0456       26.0367      1.13342       0.31            0            0            0
   CS100     10000           110        120        120           114     111.7113     111.7768       22.9743       22.9743       26.0372       26.0288      1.13332       0.31            0            0            0
   CS101     10100         109.9      119.9      119.9         113.9      111.611     111.6765       22.9691       22.9691       26.0288       26.0195      1.13321       0.31            0            0            0
   CS102     10200         109.8      119.8      119.8         113.8     111.5107     111.5761       22.9634       22.9634       26.0202       26.0108      1.13312       0.31            0            0            0
   CS103     10300         109.7      119.7      119.7         113.7     111.4103     111.4758       22.9576       22.9576       26.0115       26.0019      1.13302       0.31            0            0            0
   CS104     10400         109.6      119.6      119.6         113.6       111.31     111.3754       22.9518       22.9518       26.0027       25.9929      1.13293       0.31            0            0            0
   CS105     10500         109.5      119.5      119.5         113.5     111.2097     111.2751       22.9458       22.9458       25.9937       25.9837      1.13283       0.31            0            0            0
   CS106     10600         109.4      119.4      119.4         113.4     111.1093     111.1747       22.9397       22.9397       25.9846       25.9743      1.13273       0.31            0            0            0
   CS107     10700         109.3      119.3      119.3         113.3     111.0089     111.0743       22.9334       22.9334       25.9753       25.9648      1.13264       0.31            0            0            0
   CS108     10800         109.2      119.2      119.2         113.2     110.9086     110.9739       22.9271       22.9271       25.9659       25.9552      1.13254       0.31            0            0            0
   CS109     10900         109.1      119.1      119.1         113.1     110.8082     110.8736       22.9207       22.9207       25.9564       25.9463      1.13244       0.31            0            0            0
   CS110     11000           109        119        119           113     110.7078     110.7731       22.9147       22.9147       25.9467        25.937      1.13232       0.31            0            0            0
   CS111     11100         108.9      118.9      118.9         112.9     110.6074     110.6728       22.9086       22.9086       25.9369       25.9263      1.13219       0.31            0            0            0
   CS112     11200         108.8      118.8      118.8         112.8     110.5071     110.5724       22.9022       22.9022        25.927       25.9162      1.13207       0.31            0            0            0
   CS113     11300         108.7      118.7      118.7         112.7     110.4067      110.472       22.8957       22.8957       25.9169        25.906      1.13196       0.31            0            0            0
   CS114     11400         108.6      118.6      118.6         112.6     110.3063     110.3716        22.889        22.889       25.9067       25.8956      1.13184       0.31            0            0            0
   CS115     11500         108.5      118.5      118.5         112.5     110.2059     110.2712       22.8823       22.8823       25.8964       25.8851      1.13172       0.31            0            0            0
   CS116     11600         108.4      118.4      118.4         112.4     110.1055     110.1708       22.8754       22.8754       25.8859       25.8745       1.1316       0.31            0            0            0
   CS117     11700         108.3      118.3      118.3         112.3     110.0051     110.0704       22.8684       22.8684       25.8753       25.8636      1.13149       0.31            0            0            0
   CS118     11800         108.2      118.2      118.2         112.2     109.9047     109.9699       22.8613       22.8613       25.8646       25.8527      1.13137       0.31            0            0            0
   CS119     11900         108.1      118.1      118.1         112.1     109.8043     109.8695       22.8542       22.8542       25.8538       25.8426      1.13125       0.31            0            0            0
   CS120     12000           108        118        118           112     109.7038      109.769       22.8475       22.8475       25.8428       25.8321       1.1311       0.31            0            0            0
   CS121     12100         107.9      117.9      117.9         111.9     109.6034     109.6686       22.8408       22.8408       25.8317       25.8201      1.13094       0.31            0            0            0
   CS122     12200         107.8      117.8      117.8         111.8      109.503     109.5682       22.8338       22.8338       25.8205       25.8088      1.13081       0.31            0            0            0
   CS123     12300         107.7      117.7      117.7         111.7     109.4026     109.4678       22.8266       22.8266       25.8092       25.7973      1.13067       0.31            0            0            0
   CS124     12400         107.6      117.6      117.6         111.6     109.3022     109.3673       22.8193       22.8193       25.7978       25.7858      1.13053       0.31            0            0            0
   CS125     12500         107.5      117.5      117.5         111.5     109.2018     109.2669       22.8119       22.8119       25.7863       25.7741      1.13039       0.31            0            0            0
   CS126     12600         107.4      117.4      117.4         111.4     109.1013     109.1664       22.8045       22.8045       25.7747       25.7623      1.13025       0.31            0            0            0
   CS127     12700         107.3      117.3      117.3         111.3     109.0009      109.066       22.7969       22.7969       25.7629       25.7503      1.13011       0.31            0            0            0
   CS128     12800         107.2      117.2      117.2         111.2     108.9004     108.9655       22.7892       22.7892       25.7511       25.7383      1.12997       0.31            0            0            0
   CS129     12900         107.1      117.1      117.1         111.1        108.8     108.8651       22.7815       22.7815       25.7392       25.7273      1.12983       0.31            0            0            0
   CS130     13000           107        117        117           111     108.6995     108.7645       22.7744       22.7744       25.7272       25.7159      1.12965       0.31            0            0            0
   CS131     13100         106.9      116.9      116.9         110.9     108.5991     108.6641       22.7673       22.7673       25.7151       25.7028      1.12947       0.31            0            0            0
   CS132     13200         106.8      116.8      116.8         110.8     108.4987     108.5637       22.7598       22.7598       25.7029       25.6905      1.12931       0.31            0            0            0
   CS133     13300         106.7      116.7      116.7         110.7     108.3982     108.4632       22.7522       22.7522       25.6907       25.6782      1.12915       0.31            0            0            0
   CS134     13400         106.6      116.6      116.6         110.6     108.2978     108.3627       22.7446       22.7446       25.6784       25.6657      1.12899       0.31            0            0            0
   CS135     13500         106.5      116.5      116.5         110.5     108.1973     108.2623       22.7368       22.7368        25.666       25.6532      1.12883       0.31            0            0            0
   CS136     13600         106.4      116.4      116.4         110.4     108.0969     108.1618        22.729        22.729       25.6535       25.6407      1.12867       0.31            0            0            0
   CS137     13700         106.3      116.3      116.3         110.3     107.9964     108.0613       22.7211       22.7211        25.641        25.628      1.12851       0.31            0            0            0
   CS138     13800         106.2      116.2      116.2         110.2      107.896     107.9609       22.7131       22.7131       25.6285       25.6153      1.12836       0.31            0            0            0
   CS139     13900         106.1      116.1      116.1         110.1     107.7955     107.8604       22.7052       22.7052       25.6159       25.6038      1.12819       0.31            0            0            0
   CS140     14000           106        116        116           110      107.695     107.7598        22.698        22.698       25.6033       25.5919        1.128       0.31            0            0            0
   CS141     14100         105.9      115.9      115.9         109.9     107.5946     107.6594       22.6908       22.6908       25.5906       25.5781       1.1278       0.31            0            0            0
   CS142     14200         105.8      115.8      115.8         109.8     107.4941     107.5589       22.6831       22.6831       25.5779       25.5654      1.12762       0.31            0            0            0
   CS143     14300         105.7      115.7      115.7         109.7     107.3937     107.4585       22.6755       22.6755       25.5652       25.5526      1.12744       0.31            0            0            0
   CS144     14400         105.6      115.6      115.6         109.6     107.2932      107.358       22.6677       22.6677       25.5524       25.5398      1.12726       0.31            0            0            0
   CS145     14500         105.5      115.5      115.5         109.5     107.1928     107.2575         22.66         22.66       25.5397        25.527      1.12708       0.31            0            0            0
   CS146     14600         105.4      115.4      115.4         109.4     107.0923     107.1571       22.6522       22.6522       25.5269       25.5142      1.12691       0.31            0            0            0
   CS147     14700         105.3      115.3      115.3         109.3     106.9919     107.0566       22.6443       22.6443       25.5142       25.5013      1.12673       0.31            0            0            0
   CS148     14800         105.2      115.2      115.2         109.2     106.8914     106.9561       22.6365       22.6365       25.5015       25.4888      1.12657       0.31            0            0            0
   CS149     14900         105.1      115.1      115.1         109.1      106.791     106.8557       22.6289       22.6289       25.4889       25.4774      1.12638       0.31            0            0            0
   CS150     15000           105        115        115           109     106.6905     106.7551       22.6219       22.6219       25.4764       25.4652      1.12618       0.31            0            0            0
   CS151     15100         104.9      114.9      114.9         108.9     106.5901     106.6547       22.6149       22.6149       25.4639       25.4518      1.12598      0.309            0            0            0
   CS152     15200         104.8      114.8      114.8         108.8     106.4897     106.5543       22.6075       22.6075       25.4513       25.4393      1.12579      0.309            0            0            0
   CS153     15300         104.7      114.7      114.7         108.7     106.3892     106.4538          22.6          22.6       25.4389       25.4268      1.12561      0.309            0            0            0
   CS154     15400         104.6      114.6      114.6         108.6     106.2888     106.3534       22.5926       22.5926       25.4264       25.4143      1.12543      0.309            0            0            0
   CS155     15500         104.5      114.5      114.5         108.5     106.1884     106.2529       22.5852       22.5852        25.414       25.4022      1.12525      0.309            0            0            0
   CS156     15600         104.4      114.4      114.4         108.4      106.088     106.1525       22.5781       22.5781       25.4018       25.3906      1.12507      0.309            0            0            0
   CS157     15700         104.3      114.3      114.3         108.3     105.9875      106.052       22.5712       22.5712       25.3898       25.3789      1.12488      0.309            0            0            0
   CS158     15800         104.2      114.2      114.2         108.2     105.8871     105.9516       22.5646       22.5646        25.378       25.3674      1.12468      0.309            0            0            0
   CS159     15900         104.1      114.1      114.1         108.1     105.7867     105.8512        22.558        22.558       25.3663       25.3555      1.12449      0.309            0            0            0
   CS160     16000           104        114        114           108     105.6863     105.7508       22.5512       22.5512       25.3547       25.3435      1.12431      0.309            0            0            0
   CS161     16100         103.9      113.9      113.9         107.9     105.5859     105.6503       22.5443       22.5443       25.3431        25.332      1.12414      0.309            0            0            0
   CS162     16200         103.8      113.8      113.8         107.8     105.4855     105.5499       22.5375       22.5375       25.3315       25.3207      1.12397      0.309            0            0            0
   CS163     16300         103.7      113.7      113.7         107.7     105.3851     105.4495       22.5309       22.5309       25.3202       25.3099       1.1238      0.309            0            0            0
   CS164     16400         103.6      113.6      113.6         107.6     105.2847     105.3491       22.5246       22.5246       25.3091       25.2992      1.12362      0.309            0            0            0
   CS165     16500         103.5      113.5      113.5         107.5     105.1844     105.2487       22.5186       22.5186       25.2982       25.2885      1.12344      0.309            0            0            0
   CS166     16600         103.4      113.4      113.4         107.4      105.084     105.1483       22.5127       22.5127       25.2874       25.2781      1.12325      0.309            0            0            0
   CS167     16700         103.3      113.3      113.3         107.3     104.9836     105.0479        22.507        22.507       25.2769       25.2679      1.12307      0.309            0            0            0
   CS168     16800         103.2      113.2      113.2         107.2     104.8833     104.9476       22.5014       22.5014       25.2665       25.2578      1.12288      0.309            0            0            0
   CS169     16900         103.1      113.1      113.1         107.1      104.783     104.8472       22.4959       22.4959       25.2562       25.2466      1.12271      0.309            0            0            0
